 ,Ctrl+ nuclei,Ctrl- nuclei,Ctrl+ membranes,Ctrl- membranes,Channel #2 in nuclei,Channel #2 in membranes,Channel #4 in nuclei,Channel #4 in membranes
1,6342.176,7900.380,3091.270,555.671,794.488,4797.658,296.520,1425.000
2,3590.227,9475.456,3314.390,379.609,465.213,5822.949,219.874,1725.886
3,1712.816,10022.375,3215.708,154.387,273.385,5851.430,124.119,1834.726
4,5671.173,9534.354,3027.677,373.866,617.058,5671.219,253.949,1819.217
5,5835.121,8033.710,2964.537,364.480,762.101,5603.379,227.909,1658.473
6,12481.129,6510.228,2794.283,491.025,1093.828,4823.582,426.309,1333.608
7,11469.805,6288.625,2734.427,515.783,982.362,4192.787,376.608,1262.749
8,18122.479,6765.090,2750.384,707.398,1621.538,3909.996,552.077,1209.522
9,26671.070,7037.663,2805.025,856.324,2412.338,3722.917,843.961,1269.323
10,21188.944,7615.546,2927.049,577.517,1883.929,4578.364,617.256,1597.911
11,23076.703,8247.338,2863.232,659.547,2047.531,5364.277,784.345,1689.283
12,26779.820,8642.034,2900.979,734.698,2494.514,5394.379,841.221,1785.049
13,23600.063,8049.606,2909.665,675.570,2256.814,5625.004,806.446,1657.155
14,21222.308,6700.643,2846.176,559.791,1749.022,5021.504,671.696,1519.919
15,26256.821,8003.533,2846.100,618.589,1901.854,5006.545,708.517,1598.036
16,28369.681,8323.102,2878.120,583.217,1810.513,5590.158,789.013,1881.636
17,30990.875,9273.516,3045.426,673.867,2296.867,6567.809,1016.985,2153.963
18,27884.642,9719.859,3143.389,726.792,1868.921,7335.563,783.559,2210.756
19,13606.321,9508.174,3136.499,359.686,1145.610,7010.599,526.349,2099.236
20,12666.600,9462.427,2927.453,311.790,927.679,5844.520,378.053,1952.408
21,27030.006,8262.257,2830.148,580.037,2285.033,4669.552,774.879,1567.961
22,43115.123,5689.185,2779.751,786.106,3726.405,3741.695,1367.318,1291.440
23,41464.637,5408.525,2796.474,772.820,3174.699,3695.770,1249.193,1274.047
24,50482.197,5307.885,2851.848,849.153,3753.847,3260.522,1378.733,1182.898
25,51247.593,5363.353,2836.043,854.615,4029.407,3251.849,1396.845,1191.933
26,38145.607,5649.287,2742.852,594.895,2573.884,3025.688,955.481,1134.677
27,41273.859,6542.923,2830.136,694.675,2781.971,3347.761,1023.112,1210.838
28,41268.266,7612.671,2855.874,693.774,2910.690,4202.113,1061.757,1496.577
29,41825.375,8672.034,2929.322,644.700,3079.634,4986.507,1294.815,1707.584
30,34926.612,10484.388,2790.559,641.925,2570.345,5715.050,1026.467,1943.563
31,41727.037,10217.382,2864.995,774.246,2731.236,5843.566,1087.419,2046.898
32,43625.869,9353.691,2832.641,761.051,2617.750,5707.811,1097.586,2112.490
33,38465.514,9760.099,2800.899,591.467,2213.690,5787.497,1012.504,2142.604
34,43098.617,9332.715,2833.084,583.000,2331.413,5179.416,936.449,1896.430
35,42289.490,8704.362,2818.192,545.184,2050.355,5176.956,848.867,1841.234
36,30047.813,9115.694,2906.599,437.619,1893.358,4966.906,715.381,1764.473
37,33128.350,9739.441,2872.335,564.002,2195.454,4557.346,820.209,1796.469
38,35249.496,9520.035,2910.416,651.398,2245.644,4202.231,915.698,1606.138
39,34161.625,9639.411,2990.967,600.882,2207.630,4243.421,861.680,1648.540
40,46002.538,9113.087,2822.276,806.724,3195.853,3837.524,1194.292,1676.655
41,42670.370,8148.208,2769.254,691.414,2956.682,4176.398,1161.533,1662.201
42,49655.224,7849.626,2869.717,830.256,3113.146,4338.784,1281.157,1659.214
43,49585.704,8057.909,3013.609,858.186,3434.686,4076.520,1421.424,1653.706
44,35141.179,8381.709,2851.533,605.817,2490.659,3880.222,1018.154,1588.765
45,42808.009,8004.606,2890.295,704.719,2944.787,3594.918,1134.464,1488.255
46,52085.007,8692.275,3073.572,894.925,3199.146,3820.850,1409.709,1508.626
47,56330.021,7245.726,2832.967,987.136,3185.727,3245.702,1549.797,1341.495
48,52183.271,7336.223,2836.453,852.538,2907.377,3226.067,1424.686,1317.328
49,51193.985,8365.347,2850.156,791.639,2828.166,3754.836,1335.465,1463.319
50,49125.477,10100.022,2919.246,879.642,3016.181,3909.036,1299.775,1636.113
51,37490.120,10067.139,3001.217,655.230,2632.719,4000.586,1046.123,1737.647
52,37212.527,11552.108,3114.440,597.502,2667.722,4754.346,1113.337,2028.281
53,30231.822,11593.288,3114.697,557.668,2221.762,5340.535,907.884,2175.442
54,19565.749,11032.990,3019.369,334.707,1436.361,4758.367,618.656,1939.903
55,32357.796,9719.690,2941.238,557.586,2223.106,3902.367,965.171,1515.750
56,33747.005,9460.701,2861.617,674.025,1913.780,3587.512,920.567,1459.243
57,40829.092,9073.684,2880.083,773.551,2343.694,3355.864,1150.857,1454.404
58,45081.699,8405.298,2836.811,878.513,2465.542,3293.057,1193.337,1453.258
59,49387.402,8880.397,2829.502,851.309,2667.336,3197.898,1304.414,1430.347
60,42564.776,9532.991,2873.208,764.533,2548.411,3364.823,1197.932,1449.402
61,41438.307,10817.503,2988.201,722.701,2802.599,3607.104,1160.569,1654.726
62,40558.143,11317.801,3004.909,697.332,2571.808,3980.555,1099.594,1685.981
