 ,Ctrl+ nuclei,Ctrl- nuclei,Ctrl+ membranes,Ctrl- membranes,Channel #2 in nuclei,Channel #2 in membranes,Channel #4 in nuclei,Channel #4 in membranes
1,27863.880,6098.339,5363.098,973.738,2113.108,3981.744,617.284,1207.343
2,34482.355,6561.322,5372.568,1159.979,2385.668,4989.634,792.123,1313.644
3,31497.136,8929.617,5544.586,1067.720,1921.910,6623.267,731.052,1714.297
4,21670.523,8214.006,5510.428,753.290,1226.156,5236.760,526.336,1451.811
5,32669.157,7622.742,5528.762,886.346,1742.785,4282.635,585.849,1275.589
6,36714.669,6934.520,5421.731,1147.804,2675.395,4279.267,840.741,1287.681
7,21613.874,7429.514,5744.020,846.616,2027.740,4769.692,659.049,1491.207
8,28570.473,5718.038,5452.871,1105.257,2756.849,3797.187,842.366,1295.287
9,35943.531,6089.167,5233.454,1305.165,2629.683,3387.827,811.047,1174.662
10,28823.196,6192.188,5271.619,1115.888,1748.778,2751.754,738.437,1130.512
11,33541.531,7507.938,5407.584,1304.917,1661.720,3256.035,698.866,1159.281
12,43467.415,7625.366,5520.832,1418.859,1999.738,3935.690,823.682,1311.207
13,59258.457,6407.336,5520.598,1950.100,2960.046,4281.981,1176.064,1356.746
14,48126.225,5962.583,5381.192,1722.442,2334.791,4189.501,927.100,1373.218
15,38759.754,4980.411,5211.056,1498.220,1926.343,3212.418,832.026,1144.084
16,34422.353,5626.836,5079.858,1336.925,1769.886,2544.167,757.933,988.867
17,37835.774,5148.672,5049.678,1502.169,2220.263,1994.618,746.736,856.968
18,41159.203,6246.892,5129.027,1375.333,2529.643,2561.392,748.538,977.984
19,37674.666,7734.456,5401.012,1177.046,2201.860,3938.406,757.954,1119.324
20,44940.294,7948.426,5512.103,1565.310,2661.728,4503.627,941.489,1176.530
21,46320.424,8988.574,5527.431,1532.524,3745.928,5043.433,953.502,1184.507
22,40257.019,8331.978,5452.882,1228.319,3158.093,6216.247,776.324,1386.354
23,51239.887,8017.404,5403.996,1486.155,3854.647,5987.743,994.817,1456.613
24,47390.213,7756.315,5517.840,1360.578,3610.934,5140.625,989.669,1266.288
25,41580.447,8308.727,5487.546,1256.560,3580.432,5820.510,831.994,1303.342
26,44531.852,9216.943,5350.332,1406.034,3354.447,6016.458,949.487,1342.270
27,50048.980,9698.602,5153.541,1732.157,3449.144,5343.211,1068.433,1290.696
28,42355.238,9595.640,5291.741,1428.941,2942.358,4725.688,930.552,1331.362
29,28104.787,10492.267,5393.674,945.858,1873.805,5547.732,576.704,1483.506
30,28726.969,9751.652,5542.614,994.366,1594.769,6386.454,556.467,1381.245
31,42724.766,8270.261,5267.075,1446.160,1993.824,4982.518,781.362,1229.456
32,46749.451,7859.385,5354.483,1704.831,2289.001,4151.365,873.833,1104.729
33,50989.536,7190.682,5406.883,1884.647,2810.753,2548.916,1004.152,1012.629
34,48434.127,6191.835,5332.381,1841.071,2793.229,1844.389,981.894,923.292
35,50965.045,5615.148,5460.443,1862.667,2890.569,1979.876,1066.204,910.811
36,52906.434,7384.147,5314.523,1973.917,2856.703,2386.671,1166.368,1099.134
37,48911.671,9532.356,5391.386,1761.036,2339.652,2917.731,991.189,1227.687
38,45462.539,10910.824,5667.880,1658.120,2032.805,3806.640,885.333,1276.232
39,31561.136,10664.662,5757.432,1128.493,1470.985,3435.564,652.449,1331.359
40,41301.792,8730.048,5678.754,1558.406,1680.263,3097.157,719.086,1225.203
41,34954.774,7098.580,5475.116,1293.463,1449.742,2261.247,606.573,1028.766
42,41949.245,6089.234,5364.846,1500.550,1892.294,1930.306,806.321,958.222
43,51930.340,6393.262,5399.532,1746.496,2420.107,2148.181,1050.671,933.937
44,53969.536,7357.688,5600.526,1797.851,2730.406,2722.828,1135.648,1078.617
45,43729.469,8947.194,5583.660,1390.712,2510.480,3398.228,916.029,1288.988
46,44760.661,9801.430,5558.119,1775.453,3192.584,3769.842,1090.298,1338.165
47,34865.431,8658.902,5471.363,1200.679,2601.511,3344.969,730.018,1253.480
48,40207.429,7575.294,5592.468,1417.677,2530.608,2588.205,906.430,1167.407
49,29034.783,7476.079,5516.542,979.254,1642.891,2628.536,657.710,1130.292
50,46606.203,8885.290,5587.231,1468.266,2418.020,3009.145,1024.812,1254.502
51,48820.046,9162.110,5561.826,1546.609,2459.222,3146.555,963.979,1339.621
52,52193.997,8740.442,5475.705,1749.408,2438.079,3081.527,971.889,1304.561
53,58849.479,9308.986,5465.046,1906.416,2404.305,3220.294,1020.245,1272.117
54,62713.190,9262.969,5534.017,1906.806,2800.033,3426.293,1183.925,1286.100
55,63866.727,8092.409,5571.376,2032.521,3290.645,2851.515,1319.179,1083.010
56,58889.905,6985.896,5466.250,1947.009,3790.483,2243.241,1298.446,959.879
57,57576.113,6699.924,5320.848,1917.186,3525.426,2263.516,1165.307,927.200
58,59113.250,7360.149,5380.541,2061.370,3572.953,2429.462,1232.504,964.258
59,49537.796,8072.722,5418.729,1699.537,2847.877,2956.677,939.370,1155.130
60,37233.453,8537.850,5360.169,1294.850,2172.010,3824.887,763.701,1187.384
61,36621.209,10436.321,5523.637,1342.225,1878.308,5170.808,765.358,1375.954
62,48907.905,10242.011,5596.866,1661.790,2344.717,5850.518,880.342,1378.671
63,52188.804,10337.954,5755.070,1620.627,2462.863,5182.642,840.689,1442.958
64,61037.217,10110.479,5695.123,1830.926,2876.758,5003.619,1000.102,1377.148
65,63171.812,10410.556,5600.522,2007.196,2968.654,4700.166,1121.637,1410.695
66,61665.712,9621.687,5485.865,2057.646,3378.965,5233.072,1133.444,1332.450
67,66274.340,9898.125,5477.093,2092.387,3682.482,4919.428,1254.716,1389.705
68,56359.182,9640.961,5580.048,1862.668,3825.937,4827.978,1092.529,1386.600
69,50502.636,11978.445,5522.123,1850.139,3388.529,4484.148,1081.673,1439.060
70,56757.317,10175.311,5717.988,2135.961,3062.390,3346.761,1120.115,1249.394
71,52616.935,9096.640,5684.506,2023.060,2884.308,2764.772,1144.131,1092.339
72,51920.768,8353.114,5485.085,2100.463,2807.878,2503.937,1154.939,940.631
73,46737.507,8412.892,5666.088,1898.767,2696.651,2531.087,1005.595,981.078
74,39464.949,9398.487,5617.424,1403.603,2378.576,3290.690,888.170,1180.207
75,52426.311,9881.931,5970.047,1861.082,3351.901,4512.792,1262.009,1335.637
76,51679.448,9809.701,5816.855,1633.362,3077.125,4839.479,1112.127,1286.854
77,57492.539,9163.707,5677.586,1978.424,3518.027,4003.211,1203.713,1258.489
78,49459.262,9628.068,5659.145,1568.667,2632.914,3628.646,994.443,1340.988
79,47046.601,10597.935,5759.561,1381.694,2379.266,3302.351,956.045,1342.148
80,43356.785,10455.676,5672.785,1471.557,2327.877,3108.073,992.748,1386.117
81,38906.486,10108.464,5682.235,1402.302,2188.122,3091.698,848.864,1313.561
82,49210.197,9505.609,5573.335,1741.723,2392.285,2854.269,1026.371,1082.811
83,66898.731,9094.800,5645.385,2156.873,3121.413,2725.486,1266.856,1077.055
84,71502.045,9359.589,5723.185,2427.292,3587.209,2946.348,1378.650,1119.598
85,75829.355,9780.051,5619.298,2556.227,3790.537,3051.819,1489.836,1223.141
86,73678.013,10442.967,5619.086,2450.368,3906.013,3200.330,1392.223,1270.109
87,69074.991,10164.095,5706.132,2375.208,3861.724,2902.593,1261.854,1116.280
88,56789.215,9985.981,5610.474,2025.760,2883.550,2656.238,1076.666,1094.485
89,55755.118,10870.421,5735.076,1850.114,2556.150,3089.927,1022.461,1148.600
90,41070.197,11807.319,5787.050,1295.435,1885.494,3203.948,812.389,1206.543
91,25417.033,12247.420,5868.848,795.957,1221.094,3519.200,488.362,1252.977
92,35496.814,13217.392,5829.710,1312.683,1980.690,3772.447,689.430,1421.552
93,35256.845,13465.721,5896.522,1152.560,1884.549,4162.415,686.733,1535.056
94,54669.974,13894.588,5688.285,1861.677,2777.832,4492.262,1181.704,1587.459
95,45638.542,12361.814,5719.262,1656.318,2479.247,3944.655,961.971,1481.163
96,54696.642,12283.253,5598.498,1828.436,2821.849,3728.276,1039.473,1438.459
97,62543.977,13496.073,5963.427,2138.329,2949.580,4005.353,1176.022,1613.625
98,62068.063,13475.855,5830.220,2202.541,2943.602,3850.575,1169.263,1562.812
99,51095.263,13511.758,5635.691,2181.978,2931.152,4018.544,1191.229,1523.643
100,52057.243,13408.506,5933.907,2065.198,2835.703,4079.724,1217.799,1535.836
101,52627.979,13359.099,6185.427,1690.692,2866.696,3481.841,1133.725,1474.589
102,37826.617,12800.836,6265.330,1352.246,2194.388,3659.746,917.815,1461.147
103,39279.061,13630.437,6048.150,1469.658,2181.602,4064.735,848.337,1522.940
104,54831.670,13952.732,6028.780,1967.882,3209.264,4720.237,1131.593,1578.511
105,67885.700,13493.137,6067.191,2285.217,3766.568,4732.357,1340.930,1584.097
106,63332.248,12783.692,6028.327,2003.428,4135.774,4526.673,1155.413,1463.982
107,71867.583,12021.313,6092.766,2289.187,5417.722,3740.967,1360.466,1377.136
108,56782.316,12355.922,6175.286,1828.078,3523.148,3489.357,1136.914,1334.416
109,60790.636,14265.686,6261.021,1914.316,3495.157,3845.950,1129.570,1547.321
110,67552.830,13235.566,6178.338,2187.395,5488.974,3750.385,1256.424,1532.608
111,60622.658,13821.911,6049.866,1985.664,4848.521,4021.273,1134.513,1542.234
112,45750.671,15535.321,6016.654,1521.145,2673.362,4940.728,866.902,1597.764
113,34477.571,14881.889,5897.719,1188.682,2289.203,4216.083,746.632,1509.279
114,38290.779,14930.322,5896.730,1436.930,2920.260,3860.495,826.535,1532.304
115,54973.845,14813.848,5572.809,1991.215,2995.574,3919.281,1164.312,1474.185
116,73873.589,14119.377,5767.737,2401.667,3915.661,3425.103,1503.003,1337.823
117,71257.174,13310.078,5738.471,2365.416,3660.600,2995.731,1454.369,1292.451
118,54385.010,13852.664,5580.446,2063.593,2576.343,2888.577,1185.325,1332.423
119,46186.807,14204.848,5540.671,1867.020,2133.354,3104.249,895.839,1321.810
120,45638.438,13784.267,5587.049,1721.195,2198.673,3189.766,868.157,1375.360
121,45501.664,13912.414,5805.769,1618.185,2286.767,3371.937,801.186,1461.075
122,60202.987,14361.507,6050.623,1978.814,2851.794,3657.563,1025.564,1521.984
123,56588.545,14284.334,6256.539,1780.935,2737.346,3992.224,1038.368,1665.992
124,60739.622,14427.103,6461.714,2145.307,2695.555,3778.238,1240.529,1657.087
125,57352.918,14899.118,5954.281,1945.657,2748.412,4067.766,1097.603,1779.063
126,57179.521,14628.815,5531.640,1844.586,3234.907,4312.790,1084.501,1678.082
127,60505.479,14807.403,5411.390,2139.485,3246.606,3575.805,1141.542,1537.411
128,69158.396,13486.838,5164.067,2493.705,3536.197,3240.212,1340.773,1363.582
129,63206.378,13972.046,5115.833,2152.969,3240.574,3068.558,1192.746,1259.799
130,63595.583,14150.291,5033.517,2115.236,3347.599,3280.379,1192.237,1287.860
131,53256.436,14659.438,5224.303,1732.324,2576.140,3141.944,979.383,1378.628
132,57705.557,14395.772,5566.364,1831.208,2549.041,3133.135,1101.289,1346.289
133,60273.767,14293.032,5754.550,1920.937,2589.051,3444.273,1027.571,1364.382
134,62086.081,13648.171,5518.941,2103.129,2645.446,3413.345,1143.961,1248.536
135,33525.726,12940.700,5517.301,1087.092,1453.038,2821.758,574.158,1330.330
136,37280.954,13143.905,5710.359,1324.483,1744.824,2797.571,697.846,1335.816
137,45047.627,13401.480,5673.034,1436.095,1986.102,2598.386,771.587,1357.690
138,45545.145,13402.507,5776.233,1495.942,2043.451,2415.805,691.267,1372.376
139,49920.834,12531.917,5530.573,1697.229,2297.913,2514.031,818.629,1304.124
140,42603.454,12377.873,5483.409,1463.448,2266.285,3044.697,712.385,1279.628
141,65372.468,13686.017,5656.265,2065.794,2658.366,3243.789,978.961,1376.032
142,60746.997,13341.375,5922.720,2074.773,2120.172,2610.737,971.683,1301.512
