 ,Ctrl+ nuclei,Ctrl- nuclei,Ctrl+ membranes,Ctrl- membranes,Channel #2 in nuclei,Channel #2 in membranes,Channel #4 in nuclei,Channel #4 in membranes
1,14395.644,14362.961,5519.411,877.595,1058.643,4316.766,345.451,1328.807
2,17358.644,12243.168,5275.820,958.402,1242.678,4077.188,420.234,1300.660
3,24869.296,9815.233,5083.788,1085.011,1788.323,3755.295,435.026,1203.525
4,33279.868,7585.465,5143.257,1122.426,2409.645,3393.196,665.771,1061.855
5,43808.759,6623.328,4941.861,1367.186,2921.646,2807.917,875.318,944.697
6,48831.090,7136.908,5063.840,1647.524,3323.823,2803.091,1136.764,965.804
7,62423.536,7872.142,5340.526,1618.062,4374.196,3031.839,1350.089,1024.464
8,55531.066,11203.643,5433.020,1413.790,3737.959,4224.676,1091.453,1355.961
9,44503.479,13470.334,5559.188,1252.364,3409.661,5394.752,917.958,1574.306
10,22496.340,15150.199,5498.100,776.769,2639.030,6829.087,609.462,1878.758
11,31753.877,17396.375,5787.795,1058.788,2799.511,8367.666,805.106,2235.809
12,18029.381,16891.168,5906.675,498.742,1160.585,9523.391,392.679,2469.755
13,49493.560,16258.679,5952.403,1400.766,3229.184,9199.120,1093.632,2401.440
14,39904.005,15867.650,5648.412,1259.742,2924.140,8521.795,931.802,2260.469
15,37248.418,16140.022,5460.969,1165.093,2743.972,7490.171,883.893,2058.479
16,22090.374,15959.177,5085.897,680.724,1805.160,6401.035,556.477,1831.140
17,24577.364,14184.874,5147.472,600.610,1865.863,5890.053,542.041,1645.112
18,48275.454,11971.734,5053.596,1390.520,3438.062,5062.585,949.805,1446.918
19,23753.160,10974.686,5003.541,629.172,1810.694,4053.846,465.009,1280.361
20,41920.938,10426.163,5044.841,1251.589,2786.364,3747.212,798.510,1247.345
21,56700.082,11949.878,5028.957,1618.744,4743.237,4248.716,1137.988,1352.632
22,32849.349,13287.725,5222.231,810.042,3540.505,5362.758,664.568,1555.557
23,37743.718,12342.786,5151.821,970.597,3495.434,5679.925,743.954,1631.677
24,25532.506,13512.952,5425.877,737.351,2225.799,5608.636,568.068,1737.006
25,40505.747,14490.675,5493.913,1021.114,3510.150,6451.980,913.562,1775.048
26,34090.503,13905.408,5214.050,897.162,2685.042,6177.692,728.459,1793.669
27,28938.340,14316.547,5040.174,777.140,2342.990,5725.265,747.330,1696.718
