Distance_(µm),Gray_Value
535.421,1979.912
535.768,1980.238
536.115,1980.540
536.462,1980.844
536.809,1981.103
537.156,1981.412
537.503,1981.658
537.850,1981.899
538.197,1982.151
538.544,1982.365
538.891,1982.556
539.238,1982.736
539.585,1982.914
539.932,1983.012
540.279,1983.104
540.626,1983.184
540.973,1983.185
541.320,1983.209
541.667,1983.149
542.014,1983.073
542.361,1982.948
542.708,1982.787
543.055,1982.592
543.402,1982.357
543.749,1982.071
544.096,1981.749
544.443,1981.397
544.790,1980.995
545.137,1980.542
545.484,1980.102
545.831,1979.600
546.178,1979.057
546.525,1978.500
546.872,1977.919
547.219,1977.308
547.566,1976.667
547.913,1976.041
