Distance_(µm),Gray_Value
302.584,16390.104
302.931,16357.755
303.278,16325.351
303.625,16294.055
303.972,16261.912
304.319,16231.753
304.666,16200.330
305.013,16172.583
305.360,16143.726
305.707,16117.166
306.054,16091.329
306.401,16067.718
306.748,16044.658
307.095,16023.451
307.442,16004.269
307.789,15986.118
308.136,15969.888
308.483,15955.364
308.830,15942.974
309.177,15931.666
309.524,15922.223
309.871,15914.670
310.218,15907.970
310.565,15904.165
310.912,15900.228
311.259,15898.929
311.606,15898.566
311.953,15899.015
312.300,15901.583
312.647,15904.294
312.994,15908.933
313.341,15913.836
313.688,15919.906
314.035,15926.833
314.382,15934.231
314.729,15942.498
315.076,15951.249
315.423,15960.449
315.770,15970.147
316.117,15980.258
316.464,15990.468
316.811,16001.044
317.158,16011.568
317.505,16022.438
317.852,16033.749
318.199,16044.756
318.546,16055.056
318.893,16066.214
319.240,16076.833
319.587,16086.983
319.934,16097.602
320.281,16107.720
320.628,16116.698
320.975,16127.264
321.322,16135.475
321.669,16144.962
322.016,16153.133
322.363,16161.364
322.710,16169.435
323.057,16177.122
323.404,16183.717
323.751,16190.993
324.098,16198.008
324.445,16204.080
324.792,16210.873
325.139,16217.102
325.486,16223.753
325.833,16230.205
326.180,16237.154
326.527,16244.138
326.874,16251.828
327.221,16259.820
327.568,16268.646
327.915,16278.379
328.262,16288.858
328.609,16300.501
328.956,16313.301
329.303,16327.890
329.650,16343.318
329.997,16360.683
330.344,16379.861
330.691,16401.160
331.038,16423.715
331.385,16448.953
331.732,16475.412
332.079,16504.355
332.426,16535.115
332.773,16567.971
333.120,16602.451
333.467,16639.008
333.814,16676.486
334.161,16715.080
334.508,16755.055
334.855,16796.594
335.202,16837.387
335.549,16878.611
335.896,16919.541
336.243,16959.363
336.590,16999.018
336.937,17036.703
337.284,17071.877
337.631,17105.398
337.978,17135.678
338.325,17162.180
338.672,17185.555
339.019,17204.803
339.366,17219.756
339.713,17230.051
340.060,17235.648
340.407,17235.953
340.754,17231.723
341.101,17221.943
341.448,17206.518
341.795,17187.145
342.142,17162.076
342.489,17132.199
342.836,17098.359
343.183,17059.316
343.530,17019.375
343.877,16969.641
344.224,16924.348
344.571,16869.430
344.918,16816.566
345.265,16760.664
345.612,16702.900
345.959,16645.998
346.306,16585.506
346.653,16528.092
347.000,16469.281
347.347,16411.748
347.694,16354.915
348.041,16300.143
348.388,16246.790
348.735,16197.220
349.082,16147.418
349.429,16101.471
349.776,16059.835
350.123,16020.233
350.470,15983.502
350.817,15951.280
351.164,15920.625
351.511,15895.211
351.858,15871.736
352.205,15853.301
352.552,15837.572
352.899,15825.582
353.246,15816.890
353.593,15811.611
353.940,15810.191
354.287,15811.075
354.634,15816.007
354.981,15822.841
355.328,15833.320
355.675,15845.787
356.022,15861.177
356.369,15878.501
356.716,15898.057
357.063,15919.349
357.410,15942.201
357.757,15966.408
358.104,15991.826
358.451,16018.034
358.798,16044.763
359.145,16071.983
359.492,16099.081
359.839,16126.079
360.186,16152.634
360.533,16178.374
360.880,16203.627
361.227,16227.261
361.574,16250.122
361.921,16270.867
362.268,16289.937
362.615,16307.900
362.962,16323.229
363.309,16337.315
363.656,16349.056
364.003,16358.204
364.350,16365.229
364.697,16371.035
365.044,16374.812
365.391,16374.668
365.738,16375.077
366.085,16372.463
366.432,16367.221
366.779,16361.672
367.126,16353.968
367.473,16344.484
367.820,16334.246
368.167,16322.051
368.514,16308.796
368.861,16294.508
369.208,16278.966
369.555,16261.817
369.902,16245.027
370.249,16225.924
370.596,16206.229
370.943,16185.905
371.290,16164.229
371.637,16141.824
371.984,16118.428
372.331,16094.186
372.678,16069.009
373.025,16042.979
373.372,16016.026
373.719,15988.227
374.066,15960.397
374.413,15930.494
374.760,15900.986
375.107,15870.584
375.454,15840.046
375.801,15808.160
376.148,15777.083
376.495,15744.616
376.842,15713.575
377.189,15681.167
377.536,15649.224
377.883,15617.932
378.230,15586.191
378.577,15555.969
378.924,15525.057
379.271,15495.000
379.618,15466.450
379.965,15437.347
380.312,15410.089
380.659,15383.431
381.006,15357.460
381.353,15332.733
381.700,15309.067
382.047,15286.521
382.394,15265.195
382.741,15245.318
383.088,15226.500
383.435,15208.886
383.782,15193.874
384.129,15179.210
384.476,15166.830
384.823,15156.256
385.170,15147.464
385.517,15140.290
385.864,15135.995
386.211,15133.524
386.558,15132.260
386.905,15134.898
387.252,15139.250
387.599,15145.623
387.946,15155.552
388.293,15166.876
388.640,15181.388
388.987,15198.225
389.334,15217.701
389.681,15239.391
390.028,15262.977
390.375,15288.317
390.722,15318.210
391.069,15347.033
391.416,15380.406
391.763,15412.374
392.110,15446.955
392.457,15482.836
392.804,15519.272
393.151,15555.759
393.498,15594.747
393.845,15629.577
394.192,15668.592
394.539,15704.188
394.886,15740.509
395.233,15774.464
395.580,15809.132
395.927,15841.065
396.274,15871.955
396.621,15901.170
396.968,15928.841
397.315,15954.606
397.662,15977.696
398.009,16000.095
398.356,16019.322
398.703,16037.063
399.050,16053.052
399.397,16066.673
399.744,16079.422
400.091,16089.686
400.438,16098.892
400.785,16106.595
401.132,16113.130
401.479,16118.238
401.826,16122.917
402.173,16126.382
402.520,16129.329
402.867,16132.151
403.214,16134.169
