,bin_center,tail,Phase,dnorm,normalized intensity,Distance_(microns),Gray_Value,Gray_Value_smooth
231,0.775,7,1,0.7751108102373214,0.7898140521482748,460.22110294117647,1150.9623970588236,1150.818613039815
232,0.775,8,2,0.7748344752918433,0.4988106750188114,563.9729397590362,727.0864698795181,726.8047556677751
233,0.775,9,1,0.7750966796216884,0.7610720967434098,527.932858974359,1108.9896923076922,1108.939417341649
234,0.775,10,3,0.7750473688673144,0.48349325459861475,567.8382658227848,704.4715696202531,704.4861194326108
235,0.775,11,3,0.7751851267427837,0.5449208131580046,458.9105441176471,794.1175294117647,793.9907028867271
236,0.775,12,1,0.775017740734412,0.7164255445080392,478.78721126760564,1044.9567887323944,1043.8860251150024
237,0.775,13,1,0.7749691905941272,0.8393959156765739,550.8674444444445,1224.3718641975308,1223.0631258619983
238,0.775,14,2,0.7748321676354295,0.6420192609104707,506.0903513513514,935.6634324324324,935.4704608966977
239,0.775,15,2,0.7750316647024172,0.5844105080620137,536.0145696202532,851.1681139240507,851.530165238893
240,0.825,1,1,0.8250504046019659,0.502538136027532,538.4172432432432,731.3653918918918,732.2359473470675
241,0.825,2,2,0.8248046976583449,0.7546535924934795,508.71145714285717,1099.7589142857141,1099.587172799274
242,0.825,3,2,0.8250000943615339,0.3361493539504851,592.8050120481928,489.85787951807225,489.79494886842406
243,0.825,4,1,0.8251633521148891,0.3798569246969531,553.2701184210526,553.4137236842105,553.4801742818951
244,0.825,5,1,0.8250518005678042,0.48755647397861274,524.0012083333334,710.0411388888889,710.4065363695431
245,0.825,6,2,0.8247189825070715,0.4596384259355524,508.4775223880597,669.9349701492538,669.7278358066644
246,0.825,7,1,0.8249631580029155,0.5666872849652078,489.7084776119403,825.184671641791,825.7060931457413
247,0.825,8,2,0.8248043666404723,0.4510207848227989,600.2314457831325,657.3202891566266,657.1712830762096
248,0.825,9,1,0.8249679767096602,0.6749677051810844,561.7886753246754,983.3808571428572,983.4788279727101
249,0.825,10,3,0.8248268033433063,0.39748332914289336,604.1909493670886,579.2301772151899,579.1631743021932
250,0.825,11,3,0.8251851741995974,0.46347508885514765,488.39792537313434,674.8382835820896,675.3181429021388
251,0.825,12,1,0.8250532688394374,0.6331197624394105,509.5851571428572,921.8762857142858,922.5032207477557
252,0.825,13,1,0.8249075456473267,0.6772502881946836,586.2522716049383,986.5749012345678,986.8047234929448
253,0.825,14,2,0.8248322002687763,0.5655834723706182,538.6356666666667,823.9899066666667,824.0977549860107
254,0.825,15,2,0.8250950012482582,0.5416817758025884,570.5256708860759,788.9019873417722,789.2711812894532
255,0.875,1,1,0.8750839490997552,0.46090258712214194,570.9625199999999,671.8859066666666,671.5698139525997
256,0.875,2,2,0.8749113497265958,0.664544380848053,539.5093661971831,967.8311408450704,968.291258671333
257,0.875,3,2,0.8750000890327198,0.35744837948580066,628.6266790123457,520.5961851851852,520.8292346714954
258,0.875,4,1,0.8751633475129089,0.37489690894653727,586.6891298701299,546.5138701298702,546.2530574294874
259,0.875,5,1,0.8750863005936734,0.4829132869006162,555.672794520548,703.3209589041096,703.6410627765496
260,0.875,6,2,0.8749062607334215,0.48065389244630147,539.3082985074627,700.1814029850747,700.3489547352304
