,bin_center,tail,Phase,dnorm,normalized intensity,Distance_(microns),Gray_Value,Gray_Value_smooth
0,0.0245,1,1,0.024848803706680977,0.2260602594230372,17.910813333333333,1568.3320933333334,1568.4650674501345
1,0.0245,2,2,0.02487553163748396,0.4100711246905753,17.03711267605634,2845.811647887324,2845.180465990435
2,0.0245,3,2,0.024999929929553973,0.13097930019139734,19.65821686746988,909.4561566265061,908.7685621240862
3,0.0245,4,1,0.02483651647301068,0.07473133811371763,18.34766233766234,518.6816233766234,518.5055240329694
4,0.0245,5,1,0.02484462815311502,0.13119493027587573,17.473972602739725,910.2034383561643,910.2646599161478
5,0.0245,6,2,0.024719217908063515,0.17000436916410858,17.025940298507464,1180.335552238806,1179.5346737562309
6,0.0245,7,1,0.024741412392383873,0.2841737546704271,16.381838235294115,1972.5563970588234,1971.6716614600489
7,0.0245,8,2,0.02498487765383002,0.20884825283414715,19.876642857142855,1450.45725,1449.0436744804133
8,0.0245,9,1,0.024774696795185916,0.22211776174034434,18.566089743589743,1542.4086538461538,1541.1109897825731
9,0.0245,10,3,0.0248898379225482,0.13472648340638788,20.0169875,934.870975,934.7674970498825
10,0.0245,11,3,0.02481471754626674,0.13647481715762363,16.381838235294115,946.8037205882353,946.8978928215943
11,0.0245,12,1,0.024840218979050515,0.22567048693604505,17.03711267605634,1567.5332253521126,1565.760724229169
12,0.0245,13,1,0.024969099664440816,0.3841965134424744,19.439792682926832,2667.1806097560975,2665.655661497696
13,0.0245,14,2,0.024832125159791517,0.34468089643634936,17.910813333333333,2390.3688933333333,2391.4859996074056
14,0.0245,15,2,0.02471474631999498,0.58070559101775,18.784518987341773,4028.0044177215186,4029.0869182799256
15,0.07500000000000001,1,1,0.07488242927324328,0.31418402705425075,50.45614864864865,2181.5940405405404,2179.8907620610366
16,0.07500000000000001,2,2,0.07498219781832823,0.4552260004747121,47.835057142857146,3158.2228571428573,3158.4767767760145
17,0.07500000000000001,3,2,0.07530483171113755,0.163917649696383,55.698341463414636,1136.2772073170731,1137.3034258364855
18,0.07500000000000001,4,1,0.07516334751290912,0.10107570305153256,51.98512987012987,701.2634155844156,701.2896022012441
19,0.07500000000000001,5,1,0.07487918645598729,0.14511262538945788,49.14559722222222,1007.1141527777777,1006.8292602611587
20,0.07500000000000001,6,2,0.07490648533620273,0.20262602458398443,47.85671641791045,1405.665656716418,1405.8722312688117
21,0.07500000000000001,7,1,0.0749630273420815,0.3388986229439096,46.08764705882353,2354.143882352941,2351.36707730553
22,0.07500000000000001,8,2,0.07525581929861098,0.31284422336267304,56.35361445783133,2168.758554216867,2170.594854443998
23,0.07500000000000001,9,1,0.07496779584194216,0.3368480777684964,52.640397435897434,2337.910423076923,2337.1398598146156
24,0.07500000000000001,10,3,0.07498435482346519,0.12636680013980175,56.59975949367089,877.4743164556962,876.7658331924112
25,0.07500000000000001,11,3,0.07481475859335031,0.17320150627343217,45.86922388059701,1201.432567164179,1201.7172452733168
26,0.07500000000000001,12,1,0.07487575503838147,0.3214358683338675,47.835057142857146,2229.063342857143,2230.205929135523
27,0.07500000000000001,13,1,0.07521573263069452,0.4069057381762326,55.04306172839507,2821.5993086419753,2823.2181883862436
28,0.07500000000000001,14,2,0.07516773827841784,0.4546619976363668,50.674573333333335,3155.6502133333333,3154.5635779141485
29,0.07500000000000001,15,2,0.07477815019532663,0.6488269650818206,53.29567088607595,4501.860151898734,4501.730786949704
30,0.125,1,1,0.12491596890813729,0.27573273091099326,83.00142666666666,1911.6933733333333,1913.1056360384243
31,0.125,2,2,0.1250887801238114,0.47142074237265136,78.6329295774648,3271.7118591549292,3270.84012187753
