,frame,x_x,y_x,object_RSPO,object_TopFLASH,x_y,y_y,background_RSPO,background_TopFLASH,RSPO_corrected,TopFLASH_corrected,channel_1_name,channel_2_name,filename,position,condition,time
210,59,781,1359,203.51931882874183,1283.0832900175735,1802,589,135.12771961090073,124.43387539912378,68.39159921784113,1158.64941461845,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,14.75
211,60,781,1346,199.90841810846263,1166.655231306156,1802,589,135.20120789089378,124.21395510012128,64.70721021756887,1042.441276206035,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,15.0
212,61,794,1346,193.8139897527289,1019.5083290017574,1802,589,135.08413158090147,124.3159822776664,58.72985817182743,895.192346724091,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,15.25
213,62,798,1346,191.60807900794532,939.214153115022,1802,589,134.85148882453404,124.35788718101035,56.756590183411305,814.8562659340115,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,15.5
214,63,798,1346,190.51689314620924,912.4877107002302,1802,589,135.0208163164278,124.4887997821836,55.49607682978143,787.9989109180466,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,15.75
215,64,764,1389,197.07536942154897,1040.0301477686196,1802,589,134.97782233113043,124.46159748521076,62.097547090418544,915.5685502834089,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,16.0
216,65,652,1419,209.3515259523279,1607.5806786960718,1802,589,135.0061137100567,124.40546026088464,74.34541224227121,1483.1752184351872,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,16.25
217,66,674,1393,205.6195391203188,1358.6073612039306,1802,589,134.68550283408825,124.59973763025668,70.93403628623054,1234.007623573674,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,16.5
218,67,657,1393,205.9879458429247,1349.1737580752952,1802,589,134.54783297443132,124.60057919358432,71.44011286849337,1224.5731788817109,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,16.75
219,68,657,1393,205.10106185490457,1220.1274968441376,1802,589,134.2319002004901,124.70062622212322,70.86916165441448,1095.4268706220143,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,17.0
220,69,657,1393,201.21286601816783,1159.317987178535,1802,589,134.5237989158684,124.68899284671171,66.68906710229945,1034.6289943318234,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,17.25
221,70,657,1393,198.63590010148263,1093.0373505606296,1802,589,134.47182000445534,124.5472884334546,64.1640800970273,968.4900621271752,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,17.5
222,71,657,1393,196.94665973614516,1011.729239375263,1802,589,134.57463924160294,124.53464023167744,62.3720204945422,887.1945991435855,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,17.75
223,72,661,1384,194.3471943763768,947.9788866612212,1802,589,134.96257518378258,124.69847281007895,59.38461919259424,823.2804138511424,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,18.0
224,73,661,1384,195.91708126036485,869.0046038464394,1802,589,135.15660503452884,124.91076953540754,60.760476225836015,744.0938343110319,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,18.25
225,74,661,1384,196.7264424147917,847.2541026212223,1802,589,135.69320066334993,124.94656072869483,61.03324175144178,722.3075418925274,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,18.5
226,75,661,1384,195.5888715625851,816.8034454592708,1802,589,136.41555902081632,124.8752506126086,59.17331254176878,691.9281948466622,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,18.75
227,76,661,1384,196.33412539293585,732.5658028266627,1802,589,136.68426524095938,125.10927947328037,59.64986015197644,607.4565233533823,RSPO,TopFLASH,Position 1_RSPO_TOPFLASH_max_background_corrected.csv,1,Control,19.0
228,1,1187,1526,251.44068216133263,3175.516447612683,2037,2038,150.46340437117894,138.78701022251926,100.97727779015368,3036.729437390164,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,0.25
229,2,1182,1551,252.4762753397193,3285.9787876537707,1952,2004,150.57241157397095,137.10398257468876,101.90386376574835,3148.874805079082,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,0.5
230,3,1182,1564,251.08116135739212,3197.095641197,1982,2038,150.95574366971115,138.48568104749882,100.125417687681,3058.609960149501,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,0.75
231,4,1182,1560,249.8428999282196,3015.3236306032027,1982,2038,151.11252196727804,138.45484022672707,98.73037796094157,2876.868790376476,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,1.0
232,5,1182,1560,249.13024430088365,2986.3195712977404,1905,1752,147.3165268186431,132.05831538823296,101.81371748224056,2854.261255909508,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,1.25
233,6,1178,1534,247.72748199302,2887.0651964060294,1935,1816,148.41994010049257,133.03787034974383,99.3075418925274,2754.0273260562853,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,1.5
234,7,1182,1543,246.24358307962677,2801.856117422836,1926,1867,148.66362218756962,133.81067300314348,97.57996089205712,2668.045444419693,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,1.75
235,8,1200,1573,247.17729759164376,2878.6091928417613,1901,1842,147.98363901883616,132.95636246627558,99.1936585728076,2745.652830375486,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,2.0
236,9,1195,1577,246.23056359991088,2825.448503749907,1892,1842,147.90470532907602,132.7246850325487,98.32585827083486,2692.7238187173584,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,2.25
237,10,1165,1547,244.74000643548428,2740.830103215267,1892,1842,147.73292740278706,132.7744362763298,97.00707903269722,2608.055666938937,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,2.5
238,11,1140,1538,244.03861290562116,2644.009479963367,1888,1842,147.87171109626,132.8485433528873,96.16690180936116,2511.16093661048,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,2.75
239,12,1140,1538,243.6007029528972,2542.786688448305,1896,1867,148.26672607113684,133.19497042152423,95.33397688176036,2409.591718026781,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,3.0
240,13,1140,1538,244.1312838791119,2488.842182124205,1935,1932,149.42550926957253,135.41555902081632,94.70577460953936,2353.426623103389,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,3.25
241,14,1170,1594,245.1708126036484,2560.786836959481,1931,1902,149.1242048464147,134.84807306749832,96.04660775723372,2425.938763891983,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,3.5
242,15,1110,1607,242.25073636791168,2452.9879953466498,1926,1889,148.92727902774683,134.70567560208906,93.32345734016484,2318.2823197445605,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,3.75
243,16,1110,1620,242.3163040518799,2511.051582881612,1922,1889,148.8146333011559,134.7061706393406,93.501670750724,2376.345412242272,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,4.0
244,17,1101,1607,244.2402663300413,2488.150887354273,1956,1902,149.3854360040593,135.70936362961314,94.85483032598202,2352.4415237246603,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,4.25
245,18,1114,1628,243.8980718299052,2418.797084230589,1973,1897,149.56817900547017,136.08551768520582,94.32989282443503,2282.7115665453825,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,4.5
246,19,1140,1624,245.8872305140962,2389.069404222668,1982,1897,149.55963961288086,136.29011658127274,96.32759090121532,2252.779287641395,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,4.75
247,20,1123,1692,241.5118190143808,2393.59929209673,1973,1910,149.3855350115096,136.23140516323852,92.12628400287122,2257.367886933492,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,5.0
248,21,1088,1649,244.3969703720205,2368.362713794213,1943,1880,148.5969406697854,135.2402168263162,95.8000297022351,2233.122496967897,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,5.25
249,22,1101,1667,244.1659612385832,2379.5176357020864,1935,1838,147.85604316724834,134.5283532585827,96.30991807133486,2244.989282443504,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,5.5
250,23,1106,1692,243.55503576644145,2460.47877527784,1965,1812,148.14210044305835,134.6513205118685,95.41293532338308,2325.827454765971,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,5.75
251,24,1131,1701,242.6756020890572,2344.6034504096438,1939,1816,147.6434741714314,134.4353110071533,95.0321279176258,2210.16813940249,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,6.0
252,25,1110,1739,240.2631122992005,2359.83262790525,1926,1799,147.14692705626098,133.9984653845202,93.11618524293954,2225.834162520729,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,6.25
253,26,1127,1765,237.53436796118908,2299.7456746120147,1888,1782,145.70134402613797,132.86740427217148,91.8330239350511,2166.8782703398438,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,6.5
254,27,1127,1786,234.8127521596,2232.087819608425,1879,1773,145.3994208064157,132.60718794089254,89.41333135318433,2099.480631667533,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,6.75
255,28,1127,1786,233.10165589960644,2138.222345981535,1922,1820,146.4512264547907,133.9633424915225,86.65042944481573,2004.2590034900124,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,7.0
256,29,1097,1731,237.0488849285909,2177.4636518898046,1931,1838,146.89378975767926,134.47258731219523,90.1550951709116,2042.9910645776092,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,7.25
257,30,1084,1739,235.452266033019,2166.5145912229896,1926,1842,146.5251602683102,134.52612559095073,88.92710576470878,2031.988465632039,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,7.5
258,31,1093,1756,233.45018687656247,2129.1818766862207,1990,1872,147.6307269622039,136.08700279696046,85.81945991435856,1993.0948738892605,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,7.75
259,32,1101,1714,234.72973441251452,2028.5070171530408,1982,1867,147.53008588896316,136.14628350783397,87.19964852355139,1892.360733645207,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,8.0
260,33,1118,1684,236.73644216727308,1963.14806564194,2003,1876,147.16061483626643,136.40954431820995,89.57582733100665,1826.7385213237296,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,8.25
261,34,1114,1667,236.1420509393332,1884.608178015396,1939,1940,147.3441003935546,136.44521175218435,88.79795054577858,1748.1629662632113,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,8.5
262,35,1123,1667,235.5922625677582,1867.978515383283,1973,1902,147.43016261973713,136.56290685874112,88.16209994802108,1731.4156085245415,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,8.75
263,36,1118,1667,234.64837504022177,1828.720972253162,1973,1902,147.51132397712928,137.0652706616173,87.13705106309249,1691.6557015915448,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,9.0
264,37,1110,1667,231.9071310116086,1747.6738447068142,1973,1902,147.167966139452,136.66654290735377,84.7391648721566,1611.0073017994605,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,9.25
265,38,1101,1667,230.04858790623996,1711.4255340214352,1952,2000,147.95725353332838,137.86398851513576,82.09133437291155,1573.5615455062994,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,9.5
266,39,1101,1671,228.57560456424343,1675.0703942971709,1901,1953,146.55090220539097,135.5422143016262,82.0247023588525,1539.5281799955446,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,9.75
267,40,1101,1671,227.42008861166804,1631.9594316972352,1854,2030,145.76663943961782,134.1953416994629,81.65344917205022,1497.7640899977723,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,10.0
268,41,1097,1671,226.0802702903393,1633.2577163931585,1888,1991,146.3993960545531,135.49897279770303,79.68087423578623,1497.7587435954554,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,10.25
269,42,1097,1671,224.6232023959803,1592.1143783569714,1849,1996,145.41283631593276,134.15313977376798,79.21036608004752,1457.961238583203,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,10.5
270,43,1097,1671,222.99146060741072,1526.2938046087968,1849,1979,145.44971659117348,134.16511967525557,77.54174401623723,1392.1286849335413,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,10.75
271,44,1097,1671,221.116333754115,1513.131407638425,1931,1944,147.16702556867403,136.73918962401922,73.94930818544097,1376.3922180144057,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,11.0
272,45,1097,1671,219.08192866513204,1525.2558600034652,1943,1940,146.72371970990818,137.06007277047598,72.35820895522386,1388.1957872329892,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,11.25
273,46,1097,1671,217.54483799905944,1498.0689586891413,2055,2004,147.8653993713027,139.3520704933046,69.67943862775675,1358.7168881958366,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,11.5
274,47,1110,1714,218.02232618004504,1503.5043439518824,2055,2004,147.6077819855944,139.05655800598996,70.41454419445063,1364.4477859458923,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,11.75
275,48,1118,1761,215.05103834063516,1489.3607088933445,2055,2004,147.74901611346257,139.36845622633103,67.30202222717259,1349.9922526670132,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,12.0
276,49,1114,1769,213.4126135491696,1460.1072993242742,1832,2026,144.09111160614836,133.59285661246008,69.32150194302122,1326.514442711814,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,12.25
277,50,1101,1769,211.51167050320535,1432.1163832578402,1742,1979,141.1739560901958,130.849558179253,70.33771441300959,1301.266825078587,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,12.5
278,51,1101,1773,209.60897007499813,1372.8810425484517,1973,1855,145.66191430905175,136.0069800252469,63.9470557659464,1236.8740625232049,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,12.75
279,52,1101,1773,207.8744833048687,1353.0650973985792,1888,1910,144.431226949828,134.93279869310166,63.44325635504072,1218.1322987054775,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,13.0
280,53,1101,1778,206.99356451572984,1332.8217618375784,1879,1906,144.18596074354596,134.77602039553477,62.80760377218385,1198.0457414420437,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,13.25
281,54,1101,1778,205.7562436573352,1323.7176059998517,1956,1902,145.35843172198707,136.74423900398506,60.39781193534813,1186.9733669958664,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,13.5
282,55,1097,1786,204.9689116606025,1269.5440954431822,1960,1859,144.97193138783695,135.5285760253459,59.99698027276551,1134.0155194178362,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,13.75
283,56,1093,1782,203.68532957105023,1227.8996559491102,1901,1902,144.51266057770846,135.0397514912997,59.17266899334177,1092.8599044578104,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,14.0
284,57,1093,1782,203.1221751936833,1211.3953367490903,1931,1897,145.07965149377492,136.089081953417,58.0425236999084,1075.306254795673,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,14.25
285,58,1093,1782,201.92928392861563,1193.4108809187892,1913,1897,144.521596000099,135.43602881116803,57.40768792851662,1057.9748521076212,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,14.5
286,59,1084,1752,201.45969159179228,1145.0087126556273,2029,1850,145.23766738447068,136.35612979876737,56.2220242073216,1008.65258285686,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,14.75
287,60,1101,1761,199.84302368753248,1101.251181901438,1995,1876,145.44102868740873,136.73270463602387,54.40199500012375,964.5184772654142,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,15.0
288,61,1106,1773,198.6744882552412,1079.144055840202,2033,1885,145.43360312863544,136.84507809212644,53.240885126605775,942.2989777480756,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,15.25
289,62,1106,1786,198.2632360585134,1073.6799089131457,1986,1910,145.51446746367665,137.31402688052276,52.74876859483675,936.365882032623,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,15.5
290,63,1106,1791,198.0683646444395,1064.7682978144103,1999,1893,145.43199425756788,136.94331823469716,52.63637038687162,927.8249795797134,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,15.75
291,64,1106,1791,197.3294967946338,1048.4728100789584,1999,1893,145.32014059057943,137.04074156580282,52.00935620405437,911.4320685131556,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,16.0
292,65,1106,1791,196.76062473701143,1029.972104650875,1978,1893,145.36739189624018,136.8617113437786,51.39323284077128,893.1103933070965,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,16.25
293,66,1106,1791,195.57760946511223,1028.4450137372835,2046,1902,145.60127224573648,137.13049181950942,49.97633721937578,891.3145219177743,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,16.5
294,67,1127,1773,193.93168485928567,998.067448825524,1952,1923,145.221999455459,136.6693151159625,48.709685403826654,861.3981337095616,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,16.75
295,68,1127,1773,192.52278408950272,954.4344446919632,1965,1974,145.799039627732,137.646370139353,46.723744461770735,816.7880745526102,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,17.0
296,69,1127,1773,191.849087893864,937.3017747085468,1926,2000,146.72428900274747,136.90200737605505,45.12479889111654,800.3997673324918,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,17.25
297,70,1127,1773,191.44662260835128,924.2090542313308,2033,1991,146.03242493997672,138.4677854508552,45.41419766837456,785.7412687804757,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,17.5
298,71,1127,1773,192.9738372812554,919.4687012697706,1986,1902,145.59924259300513,136.823593475409,47.37459468825028,782.6451077943616,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,17.75
299,72,1127,1773,192.32147719115864,897.8327764164253,2003,1936,146.46083017747085,138.09512140788596,45.86064701368778,759.7376550085394,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,18.0
300,73,1127,1773,193.12026930026485,890.5940694537264,1969,1991,147.37122843493972,138.90668547808224,45.74904086532513,751.6873839756443,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,18.25
301,74,1106,1778,194.58018365882032,877.8033464518205,2050,1936,147.7151555654563,138.5116952550679,46.865028093364,739.2916511967526,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,18.5
302,75,1097,1761,195.80141580653944,887.8748793346699,2016,1893,147.72948689388878,137.86879037647583,48.07192891265066,750.0060889581941,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,18.75
303,76,1080,1769,198.31103190515088,876.3241256404544,2012,1889,148.54493700650974,137.85537486695873,49.76609489864112,738.4687507734957,RSPO,TopFLASH,Position 2_RSPO_TOPFLASH_max_background_corrected.csv,2,Control,19.0
304,1,1405,1402,297.9526001831638,3343.461374718448,2029,1893,155.26902799435658,229.6777059973763,142.6835721888072,3113.783668721071,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,0.25
305,2,1460,1384,301.39365362243507,3094.5068686418654,2029,1893,154.80626717160467,231.09465112249697,146.5873864508304,2863.4122175193684,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,0.5
306,3,1465,1384,301.20464839979206,2989.388257716393,2029,1893,155.7388678498057,234.2943243979109,145.46578054998636,2755.0939333184824,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,0.75
307,4,1422,1402,296.0880918789139,2996.97772332368,2029,1893,155.72772951164575,233.62612311576447,140.36036236726812,2763.3516002079155,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,1.0
308,5,1422,1397,295.0694537263929,2788.376426326081,2029,1893,155.9620058909433,234.08413158090147,139.10744783544962,2554.29229474518,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,1.25
309,6,1422,1397,293.2193757580258,2733.8117373332343,2037,1893,156.19182693497686,233.2943986534987,137.02754882304896,2500.5173386797355,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,1.5
310,7,1486,1457,294.6376079800005,2945.091260117324,2042,1893,155.93537288680974,232.75025370659145,138.70223509319075,2712.3410064107325,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,1.75
311,8,1452,1423,290.92846711715055,2776.443231603178,2046,1893,155.59434172421476,229.1139080715824,135.3341253929358,2547.3293235315955,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,2.0
312,9,1448,1406,286.13378381723226,2657.9038142620234,2055,1893,155.30860622261827,224.1852429395312,130.825177594614,2433.718571322492,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,2.25
313,10,1456,1410,283.3687780005445,2585.335833271454,2059,1889,154.7957971337343,218.70626964679093,128.5729808668102,2366.6295636246628,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,2.5
314,11,1477,1406,283.3555357540655,2583.7529516596123,2063,1889,154.90262617261948,216.33588277517885,128.45290958144602,2367.4170688844333,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,2.75
315,12,1456,1423,283.1636593153635,2548.3571198732707,2063,1889,154.76735724363257,213.0414593698176,128.3963020717309,2335.3156605034533,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,3.0
316,13,1486,1487,286.0636122868246,2709.54023415262,2063,1889,154.3824410286874,210.4173906586471,131.6811712581372,2499.122843493973,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,3.25
317,14,1499,1504,286.6169401747481,2617.581594514987,2063,1889,153.8980965817678,208.18054008564144,132.71884359298036,2409.401054429345,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,3.5
318,15,1482,1487,287.2466275587238,2553.1378678745577,2063,1885,153.89101754907057,204.24390485384023,133.35561000965322,2348.8939630207174,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,3.75
319,16,1516,1491,292.60552956609985,2605.839187148833,2063,1880,153.88383950892305,201.77394123907823,138.7216900571768,2404.0652459097546,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,4.0
320,17,1465,1504,288.8137174822405,2606.4070443800897,1931,1987,152.4359793074429,182.3425657780748,136.37773817479763,2424.064478602015,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,4.25
321,18,1465,1521,288.4241726689933,2573.858345090468,2003,1996,154.03683077151555,195.7759956436722,134.38734189747777,2378.082349446796,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,4.5
322,19,1520,1517,292.4736516422861,2540.905200366328,2025,1962,154.06455285760254,195.0000990074503,138.40909878468355,2345.9051013588773,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,4.75
323,20,1554,1543,294.75861983614266,2470.354694190738,2029,1944,153.5098636172372,192.4541471745749,141.24875621890547,2277.9005470161637,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,5.0
324,21,1495,1491,291.7259226256776,2510.9240117818867,1978,1987,152.84948392366525,178.25177594613996,138.87643870201234,2332.672235835747,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,5.25
325,22,1469,1547,292.2024207321601,2515.830523996931,1982,1996,152.6052572956115,174.0288111680404,139.59716343654858,2341.8017128288907,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,5.5
326,23,1495,1521,291.8111185366699,2451.753223930101,1982,2021,152.28548798297072,165.37241652434346,139.52563055369916,2286.3808074057574,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,5.75
327,24,1499,1530,291.0009900745031,2432.843172198708,1995,2013,152.26717160466325,164.0786614192718,138.73381846983983,2268.7645107794365,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,6.0
328,25,1490,1521,287.27573574911514,2416.238286181035,1965,1991,151.18437662434098,157.57669364619687,136.09135912477416,2258.6615925348383,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,6.25
329,26,1477,1543,286.8188658696567,2451.323878121829,1999,1996,150.7687680997995,157.06076582262816,136.0500977698572,2294.2631122992007,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,6.5
330,27,1542,1547,286.6865424123165,2346.40800970273,2012,2009,150.68847305759758,153.5342442018762,135.99806935471892,2192.8737655008536,RSPO,TopFLASH,Position 3_RSPO_TOPFLASH_max_background_corrected.csv,3,Control,6.75
