Distance_(microns),Gray_Value
0.000,2051.372
0.951,2097.326
1.901,2156.446
2.852,2094.806
3.802,2016.921
4.753,2038.657
5.703,2094.756
6.654,2259.859
7.604,2240.178
8.555,2284.213
9.505,2311.256
10.456,2305.823
11.406,2270.770
12.357,2462.319
13.307,2776.761
14.258,2577.860
15.209,2348.984
16.159,2296.994
17.110,2305.164
18.060,2408.297
19.011,2461.917
19.961,2452.790
20.912,2569.420
21.862,2730.604
22.813,2845.485
23.763,2976.149
24.714,3100.901
25.664,2819.441
26.615,2667.902
27.565,2546.092
28.516,2575.803
29.467,2743.799
30.417,2792.011
31.368,3199.711
32.318,3422.831
33.269,2825.821
34.219,2556.204
35.170,2509.635
36.120,2978.628
37.071,3056.755
38.021,2826.064
38.972,2877.518
39.922,3080.246
40.873,2799.479
41.823,2739.792
42.774,2868.039
43.724,3008.476
44.675,2990.308
45.626,3003.920
46.576,2986.671
47.527,3141.565
48.477,3556.334
49.428,3354.513
50.378,3316.399
51.329,3471.508
52.279,3430.441
53.230,3300.555
54.180,3130.243
55.131,3113.019
56.081,3280.796
57.032,3241.808
57.982,3209.622
58.933,3272.197
59.884,3308.803
60.834,3183.513
61.785,3132.547
62.735,3069.526
63.686,3047.440
64.636,3079.424
65.587,3146.323
66.537,3201.586
67.488,3319.336
68.438,3186.614
69.389,3115.871
70.339,3106.773
71.290,3292.108
72.240,3064.406
73.191,2938.407
74.142,3013.159
75.092,3084.259
76.043,3117.943
76.993,3248.354
77.944,3430.206
78.894,3422.771
79.845,3476.128
80.795,3572.843
81.746,3769.261
82.696,3974.269
83.647,4338.657
84.597,4103.871
85.548,3853.204
86.498,4072.531
87.449,4174.850
88.400,3973.505
89.350,3808.425
90.301,4571.560
91.251,5407.457
92.202,6325.005
93.152,6898.600
94.103,7205.075
95.053,7084.841
96.004,6386.407
96.954,5679.158
97.905,4497.209
98.855,4032.987
99.806,3953.489
100.756,4021.809
101.707,3958.432
102.658,3703.288
103.608,3704.545
104.559,3460.854
105.509,3547.584
106.460,3507.810
107.410,3417.232
108.361,3445.806
109.311,3626.933
110.262,3838.759
111.212,4019.841
112.163,4149.226
113.113,4384.680
114.064,4366.491
115.014,4075.768
115.965,4061.534
116.915,4098.332
117.866,4031.264
118.817,3772.359
119.767,3681.831
120.718,3720.519
121.668,4491.933
122.619,5080.314
123.569,4411.042
124.520,3636.136
125.470,3320.410
126.421,3231.823
127.371,3379.935
128.322,3516.424
129.272,3382.609
130.223,3534.536
131.173,3273.698
132.124,3214.132
133.075,3275.966
134.025,3232.803
134.976,3114.995
135.926,3369.542
136.877,3804.201
137.827,4192.474
138.778,4297.725
139.728,4539.521
140.679,4443.769
141.629,4192.417
142.580,3740.386
143.530,3227.626
144.481,3171.613
145.431,3086.838
146.382,2970.855
147.333,2846.117
148.283,2743.195
149.234,2786.522
150.184,2793.505
151.135,2845.108
152.085,2904.011
153.036,2861.297
153.986,3016.465
154.937,2951.950
155.887,2820.986
156.838,2710.996
157.788,2613.155
158.739,2788.432
159.689,2760.721
160.640,2831.368
161.590,2885.164
162.541,2725.017
163.492,2744.402
164.442,2714.108
165.393,2596.640
166.343,2444.238
167.294,2534.908
168.244,2763.171
169.195,2575.479
170.145,2537.706
171.096,2740.435
172.046,2706.491
172.997,2618.613
173.947,2582.153
174.898,2313.466
175.848,2209.404
176.799,2272.854
177.750,2248.240
178.700,2271.932
179.651,2264.074
180.601,2132.724
181.552,1999.293
182.502,2021.763
183.453,2110.547
184.403,2269.741
185.354,2255.075
186.304,2526.135
187.255,2448.777
188.205,2235.719
189.156,2276.883
190.106,2231.198
191.057,2447.487
192.008,2297.356
192.958,2049.942
193.909,2053.003
194.859,2041.813
195.810,2063.239
196.760,1969.873
197.711,1913.784
198.661,1907.982
199.612,2002.346
200.562,1940.448
201.513,1890.510
202.463,1905.780
203.414,1916.762
204.364,1925.897
205.315,1884.202
206.266,2143.353
207.216,1963.598
208.167,1995.315
209.117,1970.925
210.068,2201.249
211.018,2367.647
211.969,2231.797
212.919,2124.732
213.870,2201.107
214.820,2293.357
215.771,2319.015
216.721,2436.720
217.672,2373.565
218.622,2219.036
219.573,2184.162
220.524,2182.045
221.474,2265.585
222.425,2547.430
223.375,2561.255
224.326,2478.564
225.276,2372.184
226.227,2214.467
227.177,2200.775
228.128,2192.812
229.078,2318.280
230.029,2325.436
230.979,2170.194
231.930,2153.728
232.880,2267.723
233.831,2153.862
234.781,2016.685
235.732,2062.635
236.683,2236.093
237.633,2246.724
238.584,2160.773
239.534,2111.331
240.485,2371.369
241.435,2559.393
242.386,2511.853
243.336,2284.365
244.287,2409.640
245.237,2463.793
246.188,2420.687
247.138,2321.846
248.089,2279.447
249.039,2228.730
249.990,2218.869
250.941,2249.447
251.891,2288.830
252.842,2247.692
253.792,2158.487
254.743,2161.342
255.693,2172.688
256.644,2280.758
257.594,2550.187
258.545,2644.751
259.495,2534.258
260.446,2523.643
261.396,2457.748
262.347,2591.523
263.297,2558.829
264.248,2354.337
265.199,2369.436
266.149,2249.690
267.100,2289.746
268.050,2636.921
269.001,2579.638
269.951,2226.536
270.902,2105.945
271.852,2141.095
272.803,2044.153
273.753,2047.386
274.704,2088.409
275.654,2278.723
276.605,2269.934
277.555,2191.339
278.506,2230.469
279.457,2116.059
280.407,2015.543
281.358,2024.396
282.308,2086.619
283.259,2346.849
284.209,2387.822
285.160,2197.944
286.110,2143.630
287.061,2094.277
288.011,2178.906
288.962,2517.765
289.912,2676.299
290.863,2400.839
291.813,2363.302
292.764,2616.002
293.715,2711.707
294.665,2474.998
295.616,2212.983
296.566,2136.874
297.517,2195.143
298.467,2140.229
299.418,2165.761
300.368,2077.523
301.319,2114.661
302.269,2089.353
303.220,2043.554
304.170,2187.981
305.121,2242.453
306.071,2228.591
307.022,2244.104
307.973,2224.879
308.923,2206.443
309.874,2094.505
310.824,2111.045
311.775,2103.824
312.725,2363.130
313.676,2446.965
314.626,2338.346
315.577,2272.094
316.527,2199.594
317.478,2286.433
318.428,2279.674
319.379,2180.093
320.329,2403.715
321.280,2752.769
322.230,2765.363
323.181,2641.741
324.132,2430.441
325.082,2216.924
326.033,2090.401
326.983,2103.536
327.934,2137.546
328.884,2282.189
329.835,2454.153
330.785,2524.998
331.736,2358.117
332.686,2229.824
333.637,2030.065
334.587,2065.930
335.538,2099.492
336.488,2289.257
337.439,2278.155
338.390,2331.217
339.340,2266.895
340.291,2313.267
341.241,2225.540
342.192,2229.377
343.142,2209.596
344.093,2196.712
345.043,2263.542
345.994,2376.083
346.944,2488.645
347.895,2550.022
348.845,2260.920
349.796,2272.814
350.746,2409.311
351.697,2661.106
352.648,2348.812
353.598,2230.620
354.549,2163.659
355.499,2227.230
356.450,2143.282
357.400,2094.044
358.351,2220.336
359.301,2067.439
360.252,1958.070
361.202,2003.902
362.153,1953.101
363.103,2204.416
364.054,2590.229
365.004,2327.913
365.955,2158.990
366.906,2195.305
367.856,2244.636
368.807,2236.595
369.757,2222.909
370.708,2194.962
371.658,2058.512
372.609,2033.589
373.559,2159.075
374.510,2122.951
375.460,2022.867
376.411,2160.070
377.361,2177.493
378.312,2077.193
379.262,2113.595
380.213,2381.390
381.163,2757.876
382.114,2958.284
383.065,2565.211
384.015,2146.458
384.966,2018.814
385.916,2009.287
386.867,2149.071
387.817,2306.931
388.768,2513.543
389.718,2604.697
390.669,2937.713
391.619,2404.396
392.570,2191.701
393.520,2206.594
394.471,2112.700
395.421,2054.935
396.372,2072.535
397.323,2156.728
398.273,2220.244
399.224,2425.402
400.174,2316.886
401.125,2201.887
402.075,2407.665
403.026,2408.265
403.976,2378.865
404.927,2285.345
405.877,2336.026
406.828,2230.573
407.778,2152.354
408.729,2127.387
409.679,2152.904
410.630,2456.679
411.581,2728.345
412.531,2437.507
413.482,2216.505
414.432,2155.227
415.383,2282.081
416.333,2478.263
417.284,2370.549
418.234,2272.918
419.185,2200.863
420.135,2256.263
421.086,2204.386
422.036,2056.064
422.987,2128.618
423.937,2150.354
424.888,2135.825
425.839,2263.421
426.789,2259.026
427.740,2232.247
428.690,2254.409
429.641,2217.102
430.591,2138.069
431.542,2199.204
432.492,2180.133
433.443,2288.424
434.393,2479.114
435.344,2682.094
436.294,2128.305
437.245,2028.579
438.195,2150.531
439.146,2386.023
440.096,2627.328
441.047,2345.454
441.998,2035.135
442.948,2069.380
443.899,2184.605
444.849,2399.416
445.800,2218.226
446.750,2013.609
447.701,1989.691
448.651,2038.976
449.602,2070.149
450.552,2275.438
451.503,2582.340
452.453,2509.511
453.404,2265.254
454.354,2194.828
455.305,2223.719
456.256,2327.085
457.206,2167.225
458.157,1974.581
459.107,1982.287
460.058,1980.751
461.008,2013.729
461.959,1931.875
462.909,2048.612
463.860,2193.039
464.810,2135.304
465.761,2075.441
466.711,2030.906
467.662,2167.702
468.612,2283.844
469.563,2277.972
470.514,2395.935
471.464,2296.463
472.415,2137.028
473.365,1955.891
474.316,2057.303
475.266,2229.722
476.217,2117.545
