Distance_(microns),Gray_Value
0.000,6435.112
0.951,6379.976
1.901,6349.607
2.852,6170.282
3.802,6121.439
4.753,6207.542
5.703,6303.571
6.654,6339.205
7.604,6190.510
8.555,6083.741
9.505,5992.810
10.456,5999.011
11.406,5967.831
12.357,5801.174
13.307,5664.503
14.258,5611.435
15.209,5611.257
16.159,5658.841
17.110,5735.897
18.060,5942.217
19.011,6017.195
19.961,5901.153
20.912,5864.391
21.862,5725.986
22.813,5662.353
23.763,5477.347
24.714,5288.655
25.664,5210.208
26.615,5244.522
27.565,5282.688
28.516,5333.976
29.467,5377.829
30.417,5356.366
31.368,5492.584
32.318,5501.410
33.269,5508.612
34.219,5528.291
35.170,5491.197
36.120,5409.425
37.071,5385.870
38.021,5272.917
38.972,5158.754
39.922,4989.306
40.873,4956.765
41.823,5057.683
42.774,5053.502
43.724,5021.438
44.675,4951.917
45.626,4983.731
46.576,4942.824
47.527,4859.113
48.477,4838.242
49.428,4871.984
50.378,4884.331
51.329,4963.495
52.279,5040.000
53.230,5037.994
54.180,5056.600
55.131,4976.378
56.081,4995.263
57.032,4991.303
57.982,4760.459
58.933,4647.956
59.884,4624.112
60.834,4606.707
61.785,4611.874
62.735,4626.845
63.686,4598.435
64.636,4463.419
65.587,4306.100
66.537,4173.376
67.488,4247.430
68.438,4259.465
69.389,4229.403
70.339,4411.864
71.290,4528.067
72.240,4647.011
73.191,4672.670
74.142,4649.442
75.092,4553.156
76.043,4511.685
76.993,4513.963
77.944,4345.058
78.894,4343.360
79.845,4426.780
80.795,4473.313
81.746,4495.204
82.696,4467.205
83.647,4410.695
84.597,4456.840
85.548,4310.339
86.498,4166.640
87.449,4140.572
88.400,4175.650
89.350,4125.537
90.301,3989.558
91.251,3970.654
92.202,4029.602
93.152,3962.907
94.103,3895.655
95.053,4067.045
96.004,4183.485
96.954,4284.278
97.905,4152.806
98.855,4076.222
99.806,4157.870
100.756,4175.959
101.707,4160.165
102.658,4299.449
103.608,4301.401
104.559,4384.624
105.509,4097.313
106.460,3840.734
107.410,3730.300
108.361,3747.477
109.311,3871.294
110.262,3868.601
111.212,3901.176
112.163,3953.244
113.113,3922.562
114.064,3991.547
115.014,3977.770
115.965,3831.460
116.915,3742.979
117.866,3755.398
118.817,3752.217
119.767,3908.834
120.718,3932.186
121.668,3799.683
122.619,3703.548
123.569,3668.699
124.520,3758.743
125.470,3907.890
126.421,3896.404
127.371,3910.609
128.322,4043.583
129.272,3966.165
130.223,3866.356
131.173,3785.298
132.124,3710.675
133.075,3553.675
134.025,3614.348
134.976,3668.844
135.926,3711.182
136.877,3640.845
137.827,3572.760
138.778,3442.761
139.728,3470.031
140.679,3559.342
141.629,3583.786
142.580,3622.640
143.530,3573.517
144.481,3498.264
145.431,3417.268
146.382,3453.661
147.333,3497.440
148.283,3535.953
