Distance_(microns),Gray_Value
0.000,6095.309
0.943,6118.733
1.886,5838.422
2.829,5397.619
3.771,4964.390
4.714,4920.051
5.657,4915.943
6.600,5049.656
7.543,5000.756
8.486,5007.326
9.428,4928.320
10.371,4700.880
11.314,4684.917
12.257,4594.208
13.200,4758.859
14.143,4700.194
15.085,4725.488
16.028,4750.719
16.971,4843.150
17.914,4587.135
18.857,4380.774
19.800,4130.877
20.743,4114.078
21.685,4374.193
22.628,4534.280
23.571,4666.673
24.514,4753.281
25.457,4865.071
26.400,4719.695
27.342,4567.968
28.285,4102.374
29.228,3923.562
30.171,3857.004
31.114,4063.415
32.057,4224.279
32.999,4343.788
33.942,4540.969
34.885,4834.194
35.828,4999.611
36.771,4961.427
37.714,4922.375
38.657,4998.556
39.599,4934.697
40.542,4622.051
41.485,4329.681
42.428,4333.425
43.371,4548.650
44.314,4784.603
45.256,4731.687
46.199,4620.408
47.142,4418.819
48.085,4341.395
49.028,4173.033
49.971,4004.692
50.913,3827.456
51.856,3659.940
52.799,3405.124
53.742,3315.209
54.685,3329.187
55.628,3377.612
56.571,3374.649
57.513,3041.454
58.456,3044.884
59.399,3145.776
60.342,3185.447
61.285,3259.567
62.228,3518.641
63.170,3595.478
64.113,3706.075
65.056,3590.804
65.999,3639.273
66.942,3405.205
67.885,3040.531
68.827,2858.768
69.770,2967.510
70.713,2955.475
71.656,2956.152
72.599,2907.474
73.542,2872.367
74.485,3021.362
75.427,2954.662
76.370,3029.379
77.313,3143.898
78.256,3401.576
79.199,3565.864
80.142,3740.786
81.084,3928.191
82.027,3593.544
82.970,3122.951
83.913,3111.272
84.856,3073.043
85.799,3080.171
86.741,3099.095
87.684,2842.221
88.627,2698.306
89.570,2793.270
90.513,2895.482
91.456,2934.699
92.399,3057.274
93.341,3158.129
94.284,2829.920
95.227,2621.038
96.170,2529.190
97.113,2508.793
98.056,2636.166
98.998,2634.480
99.941,2772.045
100.884,2752.091
101.827,2729.284
102.770,2761.712
103.713,2794.363
104.655,2556.791
105.598,2444.594
106.541,2499.781
107.484,2710.352
108.427,2850.930
109.370,2888.227
110.313,3092.893
111.255,3150.161
112.198,3084.626
113.141,2852.957
114.084,2736.957
115.027,2467.090
115.970,2390.512
116.912,2429.429
117.855,2515.500
118.798,2519.677
119.741,2526.788
120.684,2510.209
121.627,2527.154
122.569,2475.452
123.512,2395.898
124.455,2395.695
125.398,2602.198
126.341,2655.193
127.284,2779.445
128.227,2847.305
129.169,2901.217
130.112,2860.800
131.055,2488.365
131.998,2463.892
132.941,2299.121
133.884,2149.469
134.826,2151.076
135.769,2261.088
136.712,2249.444
137.655,2188.032
138.598,2252.330
139.541,2291.761
140.483,2327.184
141.426,2393.115
142.369,2513.414
143.312,2582.756
144.255,2624.139
145.198,2655.957
146.141,2431.119
147.083,2597.421
148.026,2423.743
148.969,2392.773
149.912,2365.271
150.855,2359.087
151.798,2248.357
152.740,2150.291
153.683,2139.139
154.626,2013.979
155.569,1982.275
156.512,2108.598
157.455,2297.082
158.397,2217.861
159.340,2293.241
160.283,2261.355
161.226,2267.605
162.169,2273.769
163.112,2202.352
164.055,2108.911
164.997,2181.972
165.940,2296.061
166.883,2354.984
167.826,2418.224
168.769,2524.969
169.712,2504.228
170.654,2398.035
171.597,2400.770
172.540,2377.606
173.483,2330.754
174.426,2272.321
175.369,2270.533
176.311,2287.777
177.254,2479.906
178.197,2442.004
179.140,2333.693
180.083,2338.897
181.026,2380.647
181.969,2307.473
182.911,2247.646
183.854,2266.980
184.797,2390.743
185.740,2459.116
186.683,2402.791
187.626,2234.875
188.568,2239.654
189.511,2094.117
190.454,2217.513
191.397,2275.166
192.340,2241.152
193.283,2144.513
194.225,2137.766
195.168,2077.196
196.111,2031.785
197.054,2212.972
197.997,2216.068
198.940,2253.487
199.883,2211.893
200.825,2123.835
201.768,2181.824
202.711,2113.053
203.654,1966.453
204.597,1870.468
205.540,1884.566
206.482,1987.271
207.425,2118.646
208.368,2173.561
209.311,2165.426
210.254,2158.504
211.197,2218.407
212.139,2238.458
213.082,2286.201
214.025,2356.683
214.968,2321.891
215.911,2225.332
216.854,2155.113
217.797,2152.365
218.739,2338.769
219.682,2403.584
220.625,2447.368
221.568,2390.701
222.511,2250.095
223.454,2104.325
224.396,1999.128
225.339,1923.956
226.282,1790.844
227.225,1736.783
228.168,1673.697
229.111,1623.363
230.053,1898.328
230.996,2093.911
231.939,2273.911
232.882,2393.839
233.825,2319.327
234.768,2335.509
235.711,2335.443
236.653,2162.921
237.596,2034.789
238.539,1993.152
239.482,2050.132
240.425,2036.803
241.368,2041.158
242.310,1909.702
243.253,1876.794
244.196,1771.312
245.139,1682.331
246.082,1567.752
247.025,1483.174
247.967,1633.589
248.910,1617.792
249.853,1633.445
250.796,1819.733
251.739,1989.813
252.682,2104.729
253.625,2112.536
254.567,2166.219
255.510,2119.209
256.453,1977.692
257.396,1890.728
258.339,1873.480
259.282,1904.698
260.224,2002.828
261.167,1849.299
262.110,1945.766
263.053,1977.042
263.996,2085.139
264.939,2065.943
265.881,1951.772
266.824,1942.760
267.767,1912.260
268.710,2041.402
269.653,1967.921
270.596,1997.070
271.539,2001.433
272.481,2011.905
273.424,1994.835
274.367,2108.729
275.310,2286.694
276.253,2210.489
277.196,2033.072
278.138,2007.662
279.081,2036.704
280.024,1975.603
280.967,1944.190
281.910,1954.137
282.853,1814.896
283.795,1744.547
284.738,1739.376
285.681,1783.137
286.624,1798.220
287.567,1843.796
288.510,1790.647
289.453,1875.616
290.395,1940.871
291.338,2125.632
292.281,2016.280
293.224,1895.830
294.167,1917.595
295.110,1874.823
296.052,1888.314
296.995,1877.433
297.938,1807.082
298.881,1905.682
299.824,1871.771
300.767,1872.446
301.709,1923.218
302.652,1831.152
303.595,1864.856
304.538,1883.259
305.481,1920.700
306.424,1957.367
307.367,2043.655
308.309,2060.916
309.252,1964.985
310.195,1834.048
311.138,1884.654
312.081,1984.725
313.024,2060.886
313.966,2141.735
314.909,2087.470
315.852,2017.455
316.795,1912.909
317.738,1766.799
318.681,1651.072
319.623,1741.699
320.566,1868.568
321.509,1826.612
322.452,1785.682
323.395,1705.028
324.338,1765.337
325.281,1885.647
326.223,2012.468
327.166,2029.353
328.109,2034.420
329.052,1860.891
329.995,1649.866
330.938,1675.637
331.880,1637.669
332.823,1825.554
333.766,1874.055
334.709,1791.546
335.652,1842.258
336.595,1841.584
337.537,1707.592
338.480,1712.794
339.423,1613.169
340.366,1562.172
341.309,1588.178
342.252,1668.217
343.195,1744.688
344.137,1630.354
345.080,1471.192
346.023,1320.644
346.966,1304.390
347.909,1349.730
348.852,1491.621
349.794,1507.604
350.737,1527.271
351.680,1430.753
352.623,1337.205
353.566,1357.148
354.509,1417.019
355.451,1474.822
356.394,1508.365
357.337,1460.979
358.280,1334.251
359.223,1360.886
360.166,1335.032
361.109,1357.825
362.051,1392.785
362.994,1377.845
363.937,1348.375
364.880,1300.377
365.823,1313.054
366.766,1223.746
367.708,1210.908
368.651,1143.477
369.594,1207.274
370.537,1335.326
371.480,1367.623
372.423,1499.217
373.365,1547.435
374.308,1549.735
375.251,1534.343
376.194,1432.810
377.137,1402.435
378.080,1366.795
379.023,1485.920
379.965,1485.472
380.908,1531.048
381.851,1563.236
382.794,1631.823
383.737,1696.938
384.680,1697.552
385.622,1542.893
386.565,1462.095
387.508,1442.258
388.451,1504.620
389.394,1603.874
390.337,1575.762
391.279,1568.887
392.222,1733.955
393.165,1729.027
394.108,1623.556
395.051,1573.842
395.994,1598.201
396.937,1557.819
397.879,1596.619
398.822,1671.448
399.765,1718.833
400.708,1790.504
401.651,1754.562
402.594,1811.020
403.536,1673.884
404.479,1722.397
405.422,1822.645
406.365,1899.203
407.308,1882.704
408.251,1888.677
409.193,1867.880
410.136,1806.032
411.079,1670.192
412.022,1525.697
412.965,1544.918
413.908,1541.919
414.851,1590.316
415.793,1577.305
416.736,1528.786
417.679,1582.403
418.622,1690.506
419.565,1826.526
420.508,1900.375
421.450,1939.886
422.393,1781.768
423.336,1642.721
424.279,1527.256
425.222,1615.184
426.165,1719.992
427.107,1784.231
428.050,1843.371
428.993,1801.537
429.936,1786.771
