Distance_(microns),Gray_Value
0.000,2292.257
0.951,2396.522
1.901,2473.426
2.852,2517.060
3.802,2527.792
4.753,2481.333
5.703,2529.427
6.654,2527.025
7.604,2500.661
8.555,2587.312
9.505,2557.356
10.456,2449.597
11.406,2421.179
12.357,2393.531
13.307,2412.921
14.258,2311.380
15.209,2317.005
16.159,2370.847
17.110,2368.193
18.060,2385.045
19.011,2384.943
19.961,2288.201
20.912,2276.579
21.862,2270.911
22.813,2319.380
23.763,2291.305
24.714,2257.566
25.664,2227.200
26.615,2240.272
27.565,2275.407
28.516,2278.473
29.467,2267.819
30.417,2298.723
31.368,2408.328
32.318,2536.948
33.269,2658.240
34.219,2758.475
35.170,2814.727
36.120,2843.136
37.071,2883.648
38.021,2834.074
38.972,2864.155
39.922,2835.991
40.873,2835.464
41.823,2690.815
42.774,2544.142
43.724,2455.978
44.675,2542.235
45.626,2594.182
46.576,2555.321
47.527,2555.495
48.477,2573.344
49.428,2598.955
50.378,2721.025
51.329,2852.924
52.279,2935.000
53.230,2938.365
54.180,2921.780
55.131,2910.483
56.081,2942.069
57.032,2969.285
57.982,3050.772
58.933,3121.146
59.884,3068.465
60.834,3002.355
61.785,3003.457
62.735,2903.446
63.686,2787.922
64.636,2768.544
65.587,2780.585
66.537,2885.340
67.488,2984.396
68.438,3112.094
69.389,3161.938
70.339,3096.282
71.290,3001.717
72.240,2928.500
73.191,2853.886
74.142,2906.911
75.092,3012.156
76.043,3110.098
76.993,3091.212
77.944,3074.745
78.894,3029.276
79.845,2938.088
80.795,2877.906
81.746,2898.630
82.696,2994.101
83.647,2980.839
84.597,3106.875
85.548,3200.729
86.498,3145.878
87.449,3049.444
88.400,2812.773
89.350,2744.284
90.301,2695.685
91.251,2741.230
92.202,2853.545
93.152,2897.862
94.103,3011.640
95.053,3121.393
96.004,3187.025
96.954,3245.888
97.905,3118.373
98.855,3039.667
99.806,3010.088
100.756,2978.388
101.707,2871.976
102.658,2765.833
103.608,2754.104
104.559,2743.389
105.509,2791.610
106.460,2701.335
107.410,2765.467
108.361,2865.232
109.311,2939.397
110.262,2862.772
111.212,2780.288
112.163,2645.421
113.113,2655.319
114.064,2722.368
115.014,2783.430
115.965,2903.937
116.915,3029.850
117.866,3160.582
118.817,3194.469
119.767,3271.308
120.718,3348.293
121.668,3312.770
122.619,3282.163
123.569,3244.568
124.520,3161.986
125.470,3098.899
126.421,3030.001
127.371,3027.426
128.322,3054.144
129.272,3099.332
130.223,3097.231
131.173,3164.913
132.124,3227.963
133.075,3335.983
134.025,3294.291
134.976,3242.917
135.926,3260.873
136.877,3204.146
137.827,3100.757
138.778,3052.484
139.728,3020.891
140.679,3121.769
141.629,3321.753
142.580,3550.351
143.530,3700.914
144.481,3594.070
145.431,3584.043
146.382,3412.992
147.333,3247.613
148.283,3105.421
149.234,2982.897
150.184,2932.324
151.135,2900.355
152.085,2977.299
153.036,3137.841
153.986,3167.455
154.937,3257.055
155.887,3382.518
156.838,3403.151
157.788,3322.411
158.739,3198.201
159.689,3054.050
160.640,2915.198
161.590,2920.169
162.541,2917.490
163.492,2955.001
164.442,2855.864
165.393,2854.709
166.343,2819.336
167.294,2862.034
168.244,2724.389
169.195,2603.040
170.145,2454.203
171.096,2369.205
172.046,2281.486
172.997,2326.944
173.947,2311.774
174.898,2395.462
175.848,2545.221
176.799,2631.416
177.750,2728.419
178.700,2822.451
179.651,2880.384
180.601,2923.061
181.552,2959.606
182.502,2993.249
183.453,3008.622
184.403,3099.037
185.354,3176.799
186.304,3222.936
187.255,3213.000
188.205,3234.134
189.156,3249.974
190.106,3220.736
191.057,3136.862
192.008,3044.015
192.958,2820.732
193.909,2772.353
194.859,2861.604
195.810,3091.990
196.760,3189.143
197.711,3288.653
198.661,3349.591
199.612,3316.379
200.562,3288.458
201.513,3308.663
202.463,3374.929
203.414,3322.940
204.364,3241.517
205.315,3065.245
206.266,2917.183
207.216,2851.798
208.167,2864.532
209.117,2947.947
210.068,3017.524
211.018,3131.161
211.969,3217.178
212.919,3250.238
213.870,3249.563
214.820,3250.129
215.771,3311.308
216.721,3230.152
217.672,3239.008
218.622,3315.623
219.573,3604.580
220.524,3859.277
221.474,3875.594
222.425,3976.368
223.375,4136.437
224.326,4088.225
225.276,3877.948
226.227,3638.899
227.177,3430.555
228.128,3247.005
229.078,3190.126
230.029,3222.272
230.979,3295.838
231.930,3331.326
232.880,3396.936
233.831,3500.457
234.781,3471.388
235.732,3462.003
236.683,3443.275
237.633,3305.783
238.584,3319.584
239.534,3441.571
240.485,3513.221
241.435,3523.486
242.386,3417.570
243.336,3270.260
244.287,3116.745
245.237,3126.024
246.188,3199.055
247.138,3153.316
248.089,3181.491
249.039,3247.691
249.990,3384.884
250.941,3362.184
251.891,3302.979
252.842,3244.563
253.792,3230.940
254.743,3408.276
255.693,3446.370
256.644,3507.580
257.594,3458.537
258.545,3460.994
259.495,3464.791
260.446,3452.068
261.396,3389.873
262.347,3429.870
263.297,3373.307
264.248,3297.884
265.199,3260.265
266.149,3310.958
267.100,3273.646
268.050,3235.504
269.001,3065.048
269.951,3111.422
270.902,3036.337
271.852,2967.807
272.803,2981.851
273.753,2959.957
274.704,2957.769
275.654,2965.617
276.605,2993.153
277.555,3052.582
278.506,3191.439
279.457,3232.467
280.407,3337.772
281.358,3462.135
282.308,3526.334
283.259,3473.460
284.209,3376.698
285.160,3330.101
286.110,3344.848
287.061,3317.923
288.011,3423.612
288.962,3463.869
289.912,3528.985
290.863,3358.135
291.813,3235.858
292.764,3117.415
293.715,3029.375
294.665,3037.491
295.616,3016.715
296.566,3079.426
297.517,3326.259
298.467,3417.151
299.418,3393.756
300.368,3364.970
301.319,3231.230
302.269,3205.370
303.220,3201.170
304.170,3305.354
305.121,3241.364
306.071,3252.996
307.022,3377.706
307.973,3450.987
308.923,3363.922
309.874,3274.439
310.824,3195.940
311.775,3111.377
312.725,3024.584
313.676,2860.380
314.626,2882.970
315.577,2910.104
316.527,2897.793
317.478,2927.516
318.428,3000.239
319.379,3084.578
320.329,3203.190
321.280,3185.738
322.230,3194.665
323.181,3290.684
324.132,3364.627
325.082,3430.079
326.033,3406.153
326.983,3199.562
327.934,3121.403
328.884,3062.302
329.835,3085.553
330.785,3203.622
331.736,3186.439
332.686,3097.698
333.637,2959.284
334.587,3017.773
335.538,3081.003
336.488,3168.578
337.439,3260.145
338.390,3265.669
339.340,3223.626
340.291,3084.610
341.241,2930.797
342.192,3015.267
343.142,3035.529
344.093,3068.881
345.043,3196.592
345.994,3170.565
346.944,3136.633
347.895,3160.033
348.845,3164.460
349.796,3187.357
350.746,3147.472
351.697,3199.535
352.648,3189.356
353.598,3160.817
354.549,3215.981
355.499,3255.798
356.450,3254.622
357.400,3285.608
358.351,3286.216
359.301,3302.211
360.252,3229.483
361.202,3130.044
362.153,3094.146
363.103,3197.424
364.054,3281.666
365.004,3325.216
365.955,3321.636
366.906,3312.871
367.856,3374.134
368.807,3473.302
369.757,3484.965
370.708,3363.488
371.658,3175.014
372.609,3171.788
373.559,3205.733
374.510,3259.959
375.460,3153.015
376.411,3141.778
377.361,3104.572
378.312,3075.606
379.262,3089.707
380.213,3141.615
381.163,3099.383
382.114,3042.087
383.065,2961.408
384.015,2884.892
384.966,2732.060
385.916,2694.803
386.867,2590.835
387.817,2601.891
388.768,2563.440
389.718,2642.035
390.669,2691.678
391.619,2718.630
392.570,2729.271
393.520,2773.135
394.471,2935.411
395.421,3006.347
396.372,3110.867
397.323,3073.040
398.273,2979.757
399.224,2909.284
400.174,2864.427
401.125,2820.602
402.075,2823.127
403.026,2830.421
403.976,2825.095
404.927,2856.052
405.877,2806.670
406.828,2723.813
407.778,2762.722
408.729,2734.780
409.679,2772.725
410.630,2705.471
411.581,2764.927
412.531,2763.107
413.482,2873.771
414.432,2928.903
415.383,2995.399
416.333,3024.686
417.284,3020.417
418.234,2961.688
419.185,2916.875
420.135,2917.932
421.086,3003.910
422.036,3089.453
422.987,3172.971
423.937,3164.226
424.888,3149.351
425.839,3020.353
426.789,3036.155
427.740,2917.158
428.690,2840.400
429.641,2822.680
430.591,2938.789
431.542,3023.228
432.492,3092.841
433.443,3116.147
434.393,2957.806
435.344,2824.001
436.294,2808.193
437.245,2780.946
438.195,2771.566
439.146,2836.910
440.096,2837.544
441.047,2776.170
441.998,2661.940
442.948,2532.875
443.899,2502.171
444.849,2518.408
445.800,2509.082
446.750,2417.416
447.701,2443.170
448.651,2471.377
449.602,2473.539
450.552,2515.221
451.503,2554.093
452.453,2537.548
453.404,2505.137
454.354,2428.688
455.305,2422.869
456.256,2450.668
457.206,2465.392
458.157,2659.149
459.107,2535.521
460.058,2495.469
461.008,2571.790
461.959,2703.944
462.909,2825.592
463.860,2820.867
464.810,2803.955
465.761,2850.783
466.711,2877.520
467.662,2800.309
468.612,2718.038
469.563,2764.124
470.514,2798.444
471.464,2767.919
472.415,2788.464
473.365,2718.206
474.316,2689.177
475.266,2642.296
476.217,2635.194
477.167,2585.478
478.118,2529.740
479.068,2412.352
480.019,2400.515
480.969,2450.250
481.920,2436.955
482.870,2410.368
483.821,2374.356
484.772,2405.873
485.722,2564.527
486.673,2765.631
487.623,2936.063
488.574,2978.541
489.524,3024.295
490.475,3004.885
491.425,2952.823
492.376,2893.065
493.326,2849.838
494.277,2814.591
495.227,2901.719
496.178,2901.775
497.128,2879.407
498.079,2633.804
499.030,2676.893
499.980,2806.231
500.931,2911.924
501.881,2978.757
502.832,2958.898
503.782,2931.539
504.733,2853.116
505.683,2794.509
506.634,2713.528
507.584,2710.089
508.535,2614.754
509.485,2686.388
510.436,2661.679
511.386,2704.772
512.337,2688.970
513.287,2782.038
514.238,2661.656
515.189,2563.155
516.139,2506.456
517.090,2471.202
518.040,2482.013
518.991,2430.179
519.941,2421.035
520.892,2422.136
521.842,2532.397
522.793,2632.894
523.743,2806.717
524.694,2855.062
525.644,2922.317
526.595,2952.180
527.545,2961.849
528.496,2988.880
529.447,2927.896
530.397,2870.558
531.348,2830.667
532.298,2858.052
533.249,3027.326
534.199,3170.711
535.150,3321.171
536.100,3354.371
537.051,3365.627
538.001,3186.040
538.952,3032.260
539.902,2971.294
540.853,2973.851
541.803,3016.074
542.754,3039.744
543.705,2975.252
544.655,2918.665
545.606,2923.566
546.556,2930.241
547.507,2930.793
548.457,2979.094
549.408,2990.851
550.358,3016.090
551.309,3084.546
552.259,3126.058
553.210,3090.205
554.160,3014.312
555.111,2969.860
556.061,2877.794
557.012,2883.161
557.963,2878.428
558.913,3063.182
559.864,3097.800
560.814,3043.078
561.765,2932.749
562.715,2930.230
563.666,2947.960
564.616,2999.209
565.567,3021.553
566.517,3026.113
567.468,3037.031
568.418,3137.958
569.369,3152.171
570.319,3249.673
571.270,3366.668
572.221,3449.417
573.171,3512.589
574.122,3451.289
575.072,3256.946
576.023,3051.166
576.973,2834.507
577.924,2933.583
578.874,2995.441
579.825,3137.826
580.775,3232.808
581.726,3205.303
582.676,3165.129
583.627,3210.964
584.577,3057.632
585.528,3003.920
586.479,2816.087
587.429,2803.991
588.380,2921.455
589.330,3099.344
590.281,3270.459
591.231,3371.858
592.182,3376.805
593.132,3454.914
594.083,3540.463
595.033,3721.478
595.984,3650.512
596.934,3521.281
597.885,3389.185
598.835,3152.217
599.786,3038.821
600.736,2983.280
601.687,3062.466
602.638,3102.366
603.588,3109.186
604.539,3071.362
605.489,2957.717
606.440,2957.802
607.390,2912.725
608.341,2833.543
609.291,2837.706
610.242,2828.004
611.192,2928.700
612.143,3036.467
613.093,3110.613
614.044,3092.332
614.994,3129.288
615.945,3110.209
616.896,2980.712
617.846,2926.027
618.797,2982.963
619.747,3005.239
620.698,3113.809
621.648,3155.938
622.599,3086.435
623.549,3048.629
624.500,3056.111
625.450,2954.957
626.401,2875.201
627.351,2718.444
628.302,2668.904
629.252,2578.763
630.203,2545.391
631.154,2540.416
632.104,2492.520
633.055,2504.537
634.005,2387.546
634.956,2397.718
635.906,2306.514
636.857,2336.297
637.807,2370.532
638.758,2340.775
639.708,2335.315
640.659,2232.042
641.609,2211.979
642.560,2147.549
643.510,2176.514
644.461,2224.124
645.411,2209.656
646.362,2115.572
647.313,1958.779
648.263,1877.458
649.214,1806.804
650.164,1725.388
651.115,1688.881
652.065,1612.065
653.016,1634.910
653.966,1650.465
654.917,1685.710
655.867,1717.451
656.818,1719.731
657.768,1707.562
658.719,1730.268
659.669,1748.139
660.620,1725.557
661.571,1682.345
662.521,1711.462
663.472,1745.340
664.422,1742.422
665.373,1721.718
666.323,1716.967
667.274,1709.943
668.224,1659.883
669.175,1646.740
670.125,1622.895
671.076,1605.657
672.026,1571.263
672.977,1505.946
673.927,1450.966
674.878,1432.810
675.829,1468.520
676.779,1464.915
677.730,1471.717
678.680,1479.916
679.631,1519.237
680.581,1568.766
681.532,1563.107
682.482,1556.700
683.433,1515.238
684.383,1486.619
685.334,1480.251
686.284,1488.813
687.235,1494.474
688.185,1497.023
689.136,1487.520
690.087,1501.893
691.037,1533.004
691.988,1507.924
692.938,1523.817
693.889,1530.708
694.839,1552.426
695.790,1544.497
696.740,1581.167
697.691,1570.705
698.641,1585.808
699.592,1568.530
700.542,1569.730
701.493,1574.483
702.443,1586.004
703.394,1601.800
704.344,1615.050
705.295,1540.990
706.246,1560.060
707.196,1564.205
708.147,1562.856
709.097,1624.026
710.048,1664.448
710.998,1681.281
711.949,1903.329
712.899,2190.176
713.850,2362.256
714.800,1765.174
715.751,1624.265
716.701,1588.812
717.652,1547.251
718.602,1538.274
719.553,1576.046
720.504,1632.347
721.454,1688.030
722.405,1895.490
723.355,1707.454
724.306,1637.946
725.256,1588.818
726.207,1548.119
727.157,1556.314
728.108,1513.894
729.058,1512.883
730.009,1526.901
730.959,1497.886
731.910,1446.762
732.860,1439.372
733.811,1390.112
734.762,1399.339
735.712,1450.405
736.663,1458.186
737.613,1540.803
738.564,1608.561
739.514,1676.929
740.465,1684.167
741.415,1695.645
742.366,1698.237
743.316,1646.231
744.267,1589.426
745.217,1587.846
746.168,1567.559
747.118,1565.211
748.069,1490.360
749.020,1451.808
749.970,1466.257
750.921,1441.155
751.871,1453.818
752.822,1427.526
753.772,1465.421
754.723,1525.874
755.673,1567.091
756.624,1594.738
757.574,1627.750
758.525,1614.621
759.475,1576.251
760.426,1611.333
761.376,1610.061
762.327,1605.372
763.278,1550.798
764.228,1566.649
765.179,1521.463
766.129,1471.525
767.080,1499.833
768.030,1477.628
768.981,1466.297
769.931,1465.297
770.882,1524.973
771.832,1493.956
772.783,1484.455
773.733,1457.747
774.684,1479.706
775.634,1496.670
776.585,1461.709
777.536,1508.220
778.486,1496.197
779.437,1487.791
780.387,1444.397
781.338,1446.350
782.288,1467.852
783.239,1539.778
784.189,1553.486
785.140,1552.236
786.090,1602.702
787.041,1632.572
787.991,1647.171
788.942,1657.652
789.892,1631.960
790.843,1635.377
791.793,1597.416
792.744,1630.228
793.695,1678.355
794.645,1704.250
795.596,1685.263
796.546,1660.509
797.497,1607.047
798.447,1601.888
799.398,1557.729
800.348,1545.787
801.299,1511.746
802.249,1469.289
803.200,1490.820
804.150,1457.890
805.101,1462.571
806.051,1469.796
807.002,1490.248
807.953,1498.122
808.903,1510.993
809.854,1519.265
810.804,1502.676
811.755,1443.399
812.705,1358.476
813.656,1334.698
814.606,1362.819
815.557,1378.769
816.507,1397.148
817.458,1394.940
818.408,1371.902
819.359,1379.196
820.309,1363.241
821.260,1328.291
822.211,1364.071
823.161,1381.309
824.112,1354.145
825.062,1329.334
826.013,1351.243
826.963,1346.026
827.914,1364.953
828.864,1395.810
829.815,1382.835
830.765,1369.942
831.716,1394.604
832.666,1404.151
833.617,1425.909
834.567,1415.281
835.518,1392.856
836.469,1392.808
837.419,1386.634
838.370,1364.664
839.320,1340.322
840.271,1328.431
841.221,1345.778
842.172,1331.269
843.122,1299.824
844.073,1357.995
845.023,1376.225
845.974,1389.764
846.924,1425.331
847.875,1478.216
848.825,1430.176
849.776,1404.840
850.727,1376.679
851.677,1376.552
852.628,1346.998
853.578,1343.176
854.529,1334.766
855.479,1304.098
856.430,1304.251
857.380,1286.746
858.331,1234.813
859.281,1230.799
860.232,1268.562
861.182,1247.790
862.133,1268.473
863.083,1284.825
864.034,1275.956
864.984,1302.863
865.935,1372.771
866.886,1397.034
867.836,1400.491
868.787,1407.082
869.737,1382.815
870.688,1362.960
871.638,1382.619
872.589,1355.505
873.539,1359.643
874.490,1374.897
875.440,1395.457
876.391,1403.721
877.341,1383.090
878.292,1372.622
879.242,1356.417
880.193,1383.237
881.144,1411.946
882.094,1447.289
883.045,1419.381
883.995,1391.580
884.946,1407.274
885.896,1375.344
886.847,1376.021
887.797,1355.019
888.748,1366.952
889.698,1351.136
890.649,1362.368
891.599,1375.959
892.550,1423.556
893.500,1411.991
894.451,1396.371
895.401,1426.899
896.352,1414.757
897.303,1418.633
898.253,1399.337
899.204,1380.710
900.154,1360.497
901.105,1414.801
902.055,1433.045
903.006,1500.300
903.956,1570.929
904.907,1569.982
905.857,1555.073
906.808,1542.015
907.758,1526.091
908.709,1473.964
909.659,1425.939
910.610,1401.450
911.561,1387.953
912.511,1368.388
913.462,1368.573
914.412,1386.155
915.363,1460.328
916.313,1492.271
917.264,1542.450
918.214,1589.318
919.165,1624.155
920.115,1646.338
921.066,1678.694
922.016,1666.499
922.967,1615.913
923.917,1612.861
924.868,1517.953
925.819,1428.735
926.769,1421.084
927.720,1413.722
928.670,1418.186
929.621,1394.658
930.571,1370.383
931.522,1391.209
932.472,1426.795
933.423,1411.241
934.373,1404.036
935.324,1386.495
936.274,1352.494
937.225,1362.917
938.175,1371.762
939.126,1345.518
940.077,1348.357
941.027,1379.117
941.978,1410.640
942.928,1380.842
943.879,1364.250
944.829,1368.606
945.780,1394.385
946.730,1366.369
947.681,1335.199
948.631,1323.810
949.582,1367.186
950.532,1324.140
951.483,1330.032
952.433,1292.454
953.384,1285.879
954.335,1286.679
955.285,1257.460
956.236,1233.196
957.186,1212.330
958.137,1222.014
959.087,1212.161
960.038,1189.980
960.988,1210.008
961.939,1154.574
962.889,1112.699
963.840,1092.263
964.790,1057.299
965.741,1033.084
966.691,1022.338
967.642,990.865
968.593,964.240
969.543,955.832
970.494,932.431
971.444,969.243
972.395,968.073
