Distance_(microns),Gray_Value
0.000,325.715
0.951,353.449
1.901,370.710
2.852,430.160
3.802,510.863
4.753,490.332
5.703,546.856
6.654,640.765
7.604,680.497
8.555,725.324
9.505,749.433
10.456,755.244
11.406,814.403
12.357,902.523
13.307,972.471
14.258,1013.481
15.209,1047.288
16.159,1104.954
17.110,1150.857
18.060,1254.743
19.011,1314.793
19.961,1313.449
20.912,1271.480
21.862,1191.049
22.813,1163.117
23.763,1160.890
24.714,1205.704
25.664,1321.591
26.615,1336.757
27.565,1421.114
28.516,1544.934
29.467,1668.725
30.417,1742.095
31.368,1882.704
32.318,2010.209
33.269,2103.327
34.219,2124.831
35.170,2035.176
36.120,1954.939
37.071,1881.429
38.021,1773.719
38.972,1713.385
39.922,1635.673
40.873,1679.956
41.823,1775.848
42.774,1884.987
43.724,2065.716
44.675,2177.364
45.626,2243.727
46.576,2276.307
47.527,2311.751
48.477,2265.129
49.428,2282.148
50.378,2231.361
51.329,2127.503
52.279,2094.861
53.230,2079.372
54.180,2156.672
55.131,2174.962
56.081,2185.211
57.032,2103.118
57.982,2122.441
58.933,2251.732
59.884,2478.234
60.834,2547.088
61.785,2469.924
62.735,2409.406
63.686,2301.746
64.636,2278.792
65.587,2265.234
66.537,2238.029
67.488,2175.360
68.438,2130.992
69.389,2042.611
70.339,1944.574
71.290,1807.783
72.240,1734.204
73.191,1815.263
74.142,1861.057
75.092,1945.196
76.043,2025.298
76.993,2062.484
77.944,2037.641
78.894,1915.653
79.845,1869.443
80.795,1864.006
81.746,1874.485
82.696,1897.735
83.647,1941.141
84.597,1924.233
85.548,1967.796
86.498,2065.814
87.449,2140.960
88.400,2239.272
89.350,2254.767
90.301,2274.448
91.251,2181.076
92.202,2106.717
93.152,2065.991
94.103,2072.648
95.053,2101.684
96.004,2155.363
96.954,2134.477
97.905,2090.860
98.855,2073.553
99.806,2059.771
100.756,2098.545
101.707,2155.785
102.658,2220.621
103.608,2317.973
104.559,2429.185
105.509,2581.076
106.460,2610.858
107.410,2586.463
108.361,2557.255
109.311,2490.869
110.262,2373.312
111.212,2308.372
112.163,2117.702
113.113,2037.730
114.064,1907.267
115.014,1929.521
115.965,1982.864
116.915,2035.162
117.866,2236.516
118.817,2400.762
119.767,2382.120
120.718,2368.294
121.668,2385.790
122.619,2344.414
123.569,2280.740
124.520,2293.345
125.470,2344.156
126.421,2355.070
127.371,2394.979
128.322,2379.783
129.272,2347.693
130.223,2292.992
131.173,2182.221
132.124,2119.666
133.075,2090.624
134.025,2255.231
134.976,2240.899
135.926,2088.983
136.877,2011.377
137.827,2079.568
138.778,2185.145
139.728,2175.041
140.679,2243.458
141.629,2230.635
142.580,2207.258
143.530,2175.426
144.481,2111.361
145.431,2059.372
146.382,2031.251
147.333,2066.097
148.283,2029.786
149.234,2060.838
150.184,2128.308
151.135,2256.704
152.085,2228.393
153.036,2224.848
153.986,2217.690
154.937,2187.369
155.887,2119.467
156.838,2087.916
157.788,2044.498
158.739,1989.407
159.689,1964.571
160.640,1893.517
161.590,1870.304
162.541,1842.389
163.492,1795.224
164.442,1781.072
165.393,1778.370
166.343,1806.698
167.294,1797.453
168.244,1840.417
169.195,1843.505
170.145,1796.873
171.096,1753.156
172.046,1751.492
172.997,1841.747
173.947,1966.798
174.898,2016.583
175.848,2098.263
176.799,2159.118
177.750,2142.750
178.700,2013.687
179.651,1873.871
180.601,1768.740
181.552,1750.982
182.502,1672.979
183.453,1615.988
184.403,1556.646
185.354,1502.832
186.304,1514.641
187.255,1619.407
188.205,1747.426
189.156,1837.887
190.106,1897.690
191.057,1864.378
192.008,1807.963
192.958,1687.063
193.909,1578.580
194.859,1619.420
195.810,1550.001
196.760,1565.812
197.711,1609.656
198.661,1671.756
199.612,1705.313
200.562,1794.374
201.513,1853.865
202.463,1904.802
203.414,1918.964
204.364,1983.803
205.315,1992.360
206.266,2029.956
207.216,2077.273
208.167,2020.553
209.117,1978.547
210.068,1993.920
211.018,1930.359
211.969,1881.444
212.919,1844.520
213.870,1796.014
214.820,1798.255
215.771,1736.500
216.721,1720.751
217.672,1731.279
218.622,1793.433
219.573,1886.706
220.524,1991.059
221.474,1972.287
222.425,2009.826
223.375,2013.900
224.326,2045.833
225.276,2067.223
226.227,1957.898
227.177,1835.351
228.128,1699.543
229.078,1647.141
230.029,1658.018
230.979,1670.352
231.930,1702.544
232.880,1745.636
233.831,1778.883
234.781,1785.924
235.732,1660.555
236.683,1590.129
237.633,1581.569
238.584,1604.214
239.534,1643.979
240.485,1721.053
241.435,1753.339
242.386,1792.985
243.336,1762.538
244.287,1686.376
245.237,1611.976
246.188,1629.395
247.138,1682.688
248.089,1827.473
249.039,1913.663
249.990,1968.274
250.941,2021.099
251.891,2004.879
252.842,2028.976
253.792,1965.787
254.743,1956.079
255.693,1969.093
256.644,1946.526
257.594,1896.158
258.545,1888.613
259.495,2010.002
260.446,2032.238
261.396,2036.834
262.347,2037.919
263.297,2055.281
264.248,2081.947
265.199,2076.070
266.149,2102.302
267.100,2203.763
268.050,2248.103
269.001,2123.927
269.951,2133.578
270.902,2036.826
271.852,2064.952
272.803,2275.045
273.753,2376.170
274.704,2349.750
275.654,2290.968
276.605,2131.525
277.555,1971.539
278.506,1981.102
279.457,2006.894
280.407,2086.109
281.358,2119.578
282.308,2203.751
283.259,2214.809
284.209,2216.240
285.160,2181.744
286.110,2186.137
287.061,2070.531
288.011,1990.980
288.962,1949.573
289.912,2089.534
290.863,2236.060
291.813,2415.445
292.764,2603.916
293.715,2586.011
294.665,2541.242
295.616,2472.599
296.566,2359.605
297.517,2275.766
298.467,2275.589
299.418,2350.782
300.368,2403.108
301.319,2301.822
302.269,2179.823
303.220,2114.640
304.170,2175.944
305.121,2316.945
306.071,2401.374
307.022,2406.449
307.973,2336.704
308.923,2267.327
309.874,2199.263
310.824,2133.188
311.775,2077.922
312.725,2087.260
313.676,2134.144
314.626,2175.319
315.577,2226.178
316.527,2243.180
317.478,2311.799
318.428,2377.625
319.379,2367.103
320.329,2421.475
321.280,2408.564
322.230,2389.640
323.181,2290.973
324.132,2301.454
325.082,2247.479
326.033,2217.837
326.983,2193.155
327.934,2092.871
328.884,2050.580
329.835,2079.090
330.785,2196.866
331.736,2303.402
332.686,2374.542
333.637,2411.769
334.587,2448.620
335.538,2473.130
336.488,2543.382
337.439,2487.180
338.390,2430.278
339.340,2388.710
340.291,2328.475
341.241,2344.963
342.192,2235.751
343.142,2300.388
344.093,2404.743
345.043,2443.361
345.994,2484.094
346.944,2474.152
347.895,2442.745
348.845,2440.399
349.796,2524.190
350.746,2704.911
351.697,2790.916
